t,yaw,pitch,roll,ax,ay,az
14.019,-8.22,86.02,171.88,-0.0785,9.5125,-0.6570
14.029,-8.22,86.02,171.89,-0.0785,9.5125,-0.6570
14.039,-8.21,86.02,171.90,-0.0785,9.4733,-0.6570
14.049,-8.20,86.02,171.90,-0.0785,9.5125,-0.6570
14.059,-8.20,86.02,171.91,-0.0785,9.5027,-0.6963
14.069,-8.19,86.02,171.92,-0.0785,9.5125,-0.6570
14.079,-8.18,86.02,171.92,-0.0785,9.5027,-0.6963
14.089,-8.18,86.02,171.93,-0.0785,9.4733,-0.6570
14.099,-8.17,86.02,171.94,-0.0785,9.4733,-0.6570
14.109,-8.16,86.02,171.94,-0.0785,9.5125,-0.6570
14.119,-8.16,86.02,171.95,-0.1177,9.5125,-0.6570
14.129,-8.15,86.02,171.95,-0.1177,9.5125,-0.6570
14.139,-8.14,86.03,171.96,-0.0785,9.5125,-0.6570
14.149,-8.14,86.03,171.97,-0.1177,9.5125,-0.6570
14.159,-8.13,86.03,171.97,-0.0785,9.5027,-0.6963
14.169,-8.13,86.03,171.98,-0.0785,9.5027,-0.6963
14.179,-8.12,86.03,171.98,-0.0785,9.4733,-0.6570
14.189,-8.12,86.03,171.99,-0.0785,9.5125,-0.6570
14.199,-8.11,86.03,172.00,-0.0785,9.5125,-0.6178
14.209,-8.10,86.03,172.00,-0.0785,9.4733,-0.6570
14.219,-8.10,86.03,172.01,-0.0785,9.4635,-0.6963
14.229,-8.09,86.03,172.01,-0.0785,9.4733,-0.6570
14.239,-8.09,86.03,172.02,-0.0785,9.5125,-0.6570
14.249,-8.08,86.03,172.02,-0.0785,9.5125,-0.6570
14.259,-8.08,86.03,172.03,-0.0785,9.5125,-0.6570
14.269,-8.07,86.03,172.03,-0.0785,9.5027,-0.6963
14.279,-8.07,86.03,172.04,-0.0785,9.4635,-0.6963
14.289,-8.06,86.03,172.05,-0.0785,9.4733,-0.6570
14.299,-8.05,86.03,172.05,-0.0785,9.4733,-0.6570
14.309,-8.05,86.03,172.06,-0.0785,9.5125,-0.6570
14.319,-8.04,86.03,172.06,-0.0785,9.5125,-0.6570
14.329,-8.04,86.03,172.07,-0.0785,9.5027,-0.6963
14.339,-8.03,86.03,172.08,-0.1177,9.4635,-0.6963
14.349,-8.02,86.03,172.08,-0.1177,9.5125,-0.6570
14.359,-8.02,86.03,172.09,-0.0785,9.5125,-0.6570
14.369,-8.01,86.03,172.09,-0.0785,9.5125,-0.6570
14.379,-8.01,86.03,172.10,-0.0785,9.5027,-0.6963
14.389,-8.00,86.03,172.10,-0.0785,9.5125,-0.6178
14.399,-8.00,86.03,172.11,-0.0785,9.5125,-0.6570
14.409,-7.99,86.03,172.12,-0.0785,9.4733,-0.6178
14.419,-7.99,86.03,172.12,-0.0785,9.5125,-0.6570
14.429,-7.98,86.03,172.13,-0.0785,9.4733,-0.6570
14.439,-7.98,86.03,172.13,-0.0785,9.4733,-0.6570
14.449,-7.97,86.03,172.14,-0.0785,9.4733,-0.6570
14.459,-7.97,86.03,172.14,-0.0785,9.5125,-0.6570
14.469,-7.96,86.03,172.15,-0.0392,9.4733,-0.6570
14.479,-7.96,86.03,172.15,-0.0785,9.5125,-0.6570
14.489,-7.95,86.03,172.15,-0.0785,9.5027,-0.6963
14.499,-7.96,86.02,172.14,-0.1177,9.5125,-0.6570
14.509,-7.96,86.02,172.14,-0.0785,9.4733,-0.6570
14.519,-7.96,86.02,172.14,-0.0785,9.5125,-0.6570
14.529,-7.96,86.02,172.15,-0.0785,9.5125,-0.6570
14.539,-7.97,86.03,172.13,-0.0785,9.5125,-0.6570
14.549,-7.98,86.03,172.12,-0.0785,9.4733,-0.6570
14.559,-7.97,86.03,172.13,-0.0785,9.5125,-0.6570
14.569,-7.95,86.02,172.15,-0.0785,9.5125,-0.6570
14.579,-7.93,86.02,172.17,-0.0785,9.5125,-0.6570
14.589,-7.91,86.02,172.19,-0.0785,9.5125,-0.6178
14.599,-7.89,86.02,172.21,-0.1177,9.4733,-0.6570
14.609,-7.86,86.02,172.24,-0.1177,9.4733,-0.6570
14.619,-7.86,86.02,172.24,-0.0785,9.5027,-0.6963
14.629,-7.87,86.02,172.23,-0.0785,9.5125,-0.6570
14.639,-7.86,86.02,172.25,-0.0785,9.5027,-0.6963
14.649,-7.86,86.02,172.24,-0.0785,9.5125,-0.6570
14.659,-7.87,86.02,172.24,-0.0785,9.5125,-0.6570
14.669,-7.86,86.02,172.24,-0.0785,9.5125,-0.6570
14.679,-7.87,86.03,172.23,-0.0785,9.5125,-0.6570
14.689,-7.89,86.03,172.22,-0.1177,9.4635,-0.6963
14.699,-7.88,86.03,172.23,-0.0785,9.4733,-0.6178
14.709,-7.87,86.03,172.24,-0.1177,9.5125,-0.6570
14.719,-7.87,86.03,172.23,-0.0785,9.4635,-0.6963
14.729,-7.88,86.03,172.23,-0.0785,9.5125,-0.6570
14.739,-7.89,86.03,172.22,-0.0785,9.5125,-0.6570
14.749,-7.89,86.04,172.22,-0.1177,9.5125,-0.6570
14.759,-7.90,86.04,172.21,-0.0785,9.4635,-0.6963
14.769,-7.91,86.04,172.19,-0.0785,9.4733,-0.6570
14.779,-7.92,86.04,172.18,-0.0785,9.5125,-0.6570
14.789,-7.93,86.04,172.18,-0.0785,9.5027,-0.6963
14.799,-7.94,86.04,172.17,-0.0785,9.4733,-0.6570
14.809,-7.93,86.04,172.18,-0.0785,9.4733,-0.6570
14.819,-7.94,86.04,172.17,-0.0785,9.4733,-0.6570
14.829,-7.96,86.04,172.15,-0.0785,9.5125,-0.6570
14.839,-7.96,86.04,172.14,-0.0785,9.5125,-0.6570
14.849,-7.95,86.04,172.16,-0.0785,9.5125,-0.6570
14.859,-7.93,86.04,172.17,-0.0785,9.5125,-0.6570
14.869,-7.93,86.04,172.18,-0.0785,9.5125,-0.6178
14.879,-7.92,86.04,172.19,-0.0785,9.5125,-0.6570
14.889,-7.91,86.04,172.19,-0.0785,9.5125,-0.6570
14.899,-7.91,86.04,172.19,-0.0785,9.4733,-0.6570
14.909,-7.91,86.04,172.20,-0.0785,9.5125,-0.6570
14.919,-7.91,86.04,172.20,-0.0785,9.5027,-0.6963
