t_s,angle_deg
0.5923,84.4200
0.5974,84.4200
0.6024,84.2400
0.6075,84.2400
0.6126,84.0600
0.6176,84.0600
0.6227,83.8800
0.6277,83.7000
0.6328,83.7000
0.6379,83.5200
0.6429,83.5200
0.6480,83.3400
0.6531,83.1600
0.6581,83.1600
0.6632,82.9800
0.6682,82.9800
0.6733,82.8000
0.6784,82.6200
0.6834,82.6200
0.6885,82.4400
0.6935,82.2600
0.6986,82.2600
0.7037,82.0800
0.7087,81.9000
0.7138,81.9000
0.7189,81.7200
0.7239,81.5400
0.7290,81.3600
0.7340,81.3600
0.7391,81.1800
0.7442,81.0000
0.7492,81.0000
0.7543,80.8200
0.7593,80.6400
0.7644,80.4600
0.7694,80.2800
0.7745,80.2800
0.7796,80.1000
0.7846,79.9200
0.7897,79.7400
0.7947,79.7400
0.7998,79.5600
0.8049,79.3800
0.8099,79.2000
0.8150,79.0200
0.8201,78.8400
0.8251,78.6600
0.8302,78.6600
0.8353,78.4800
0.8403,78.3000
0.8454,78.1200
0.8505,77.9400
0.8555,77.7600
0.8606,77.5800
0.8657,77.5800
0.8707,77.2200
0.8758,77.2200
0.8808,77.0400
0.8859,76.8600
0.8910,76.6800
0.8960,76.5000
0.9011,76.3200
0.9062,76.1400
0.9112,75.9600
0.9163,75.7800
0.9213,75.6000
0.9264,75.4200
0.9315,75.2400
0.9365,75.0600
0.9416,74.8800
0.9466,74.7000
0.9517,74.5200
0.9568,74.3400
0.9618,74.1600
0.9669,73.9800
0.9719,73.8000
0.9770,73.6200
0.9821,73.4400
0.9871,73.2600
0.9922,73.0800
0.9972,72.9000
1.0023,72.7200
1.0074,72.5400
1.0124,72.1800
1.0175,72.0000
1.0226,71.8200
1.0276,71.6400
1.0327,71.4600
1.0377,71.2800
1.0428,71.1000
1.0479,70.9200
1.0529,70.7400
1.0580,70.3800
1.0631,70.2000
1.0681,70.0200
1.0732,69.8400
1.0782,69.6600
1.0833,69.3000
1.0884,69.1200
1.0934,68.9400
1.0985,68.7600
1.1036,68.5800
1.1086,68.4000
1.1137,68.0400
1.1188,67.8600
1.1238,67.6800
1.1289,67.5000
1.1339,67.1400
1.1390,66.9600
1.1441,66.7800
1.1491,66.6000
1.1542,66.2400
1.1593,66.0600
1.1643,65.8800
1.1694,65.5200
1.1744,65.3400
1.1795,65.1600
1.1846,64.9800
1.1896,64.6200
1.1947,64.4400
1.1997,64.0800
1.2048,63.9000
1.2099,63.7200
1.2149,63.3600
1.2200,63.1800
1.2250,63.0000
1.2301,62.6400
1.2352,62.4600
1.2402,62.2800
1.2453,61.9200
1.2503,61.7400
1.2554,61.3800
1.2604,61.2000
1.2655,61.0200
1.2705,60.6600
1.2756,60.4800
1.2807,60.3000
1.2857,59.9400
1.2908,59.7600
1.2959,59.4000
1.3009,59.2200
1.3060,58.8600
1.3110,58.6800
1.3161,58.3200
1.3212,58.1400
1.3262,57.7800
1.3313,57.6000
1.3363,57.4200
1.3414,57.0600
1.3465,56.8800
1.3515,56.5200
1.3566,56.1600
1.3617,55.9800
1.3667,55.6200
1.3718,55.4400
1.3768,55.0800
1.3819,54.9000
1.3870,54.5400
1.3920,54.3600
1.3971,54.0000
1.4022,53.6400
1.4072,53.4600
1.4123,53.1000
1.4174,52.9200
1.4224,52.5600
1.4275,52.3800
1.4326,52.0200
1.4376,51.6600
1.4427,51.4800
1.4478,51.1200
1.4528,50.9400
1.4579,50.5800
1.4629,50.2200
1.4680,50.0400
1.4731,49.6800
1.4781,49.3200
1.4832,49.1400
1.4883,48.7800
1.4933,48.4200
1.4984,48.2400
1.5035,47.8800
1.5085,47.5200
1.5136,47.3400
1.5186,46.9800
1.5237,46.6200
1.5288,46.4400
1.5338,46.0800
1.5389,45.7200
1.5439,45.3600
1.5490,45.1800
1.5541,44.8200
1.5591,44.4600
1.5642,44.2800
1.5692,43.9200
1.5743,43.5600
1.5794,43.2000
1.5844,42.8400
1.5895,42.6600
1.5945,42.3000
1.5996,41.9400
1.6047,41.5800
1.6097,41.4000
1.6148,41.0400
1.6199,40.6800
1.6249,40.3200
1.6300,39.9600
1.6350,39.6000
1.6401,39.4200
1.6452,39.0600
1.6502,38.7000
1.6553,38.3400
1.6604,37.9800
1.6654,37.6200
1.6705,37.4400
1.6756,37.0800
1.6806,36.7200
1.6857,36.3600
1.6907,36.0000
1.6958,35.6400
1.7009,35.2800
1.7060,34.9200
1.7110,34.5600
1.7161,34.3800
1.7211,34.0200
1.7262,33.6600
1.7313,33.3000
1.7363,32.9400
1.7414,32.5800
1.7465,32.2200
1.7515,31.8600
1.7566,31.5000
1.7616,31.1400
1.7667,30.7800
1.7718,30.4200
1.7768,30.0600
1.7819,29.7000
1.7869,29.3400
1.7920,28.9800
1.7970,28.6200
1.8021,28.2600
1.8072,27.9000
1.8122,27.5400
1.8173,27.1800
1.8223,26.8200
1.8274,26.4600
1.8325,26.1000
1.8376,25.7400
1.8426,25.3800
1.8477,25.0200
1.8528,24.6600
1.8578,24.3000
1.8629,23.7600
1.8680,23.4000
1.8730,23.0400
1.8781,22.6800
1.8831,22.3200
1.8882,21.9600
1.8933,21.6000
1.8983,21.2400
1.9034,20.8800
1.9084,20.5200
1.9135,20.1600
1.9186,19.6200
1.9236,19.2600
1.9287,18.9000
1.9338,18.5400
1.9388,18.1800
1.9439,17.6400
1.9489,17.2800
1.9540,16.9200
1.9591,16.5600
1.9641,16.2000
1.9692,15.8400
1.9742,15.3000
1.9793,14.9400
1.9844,14.5800
1.9894,14.2200
1.9945,13.6800
1.9995,13.3200
2.0046,12.9600
2.0097,12.6000
2.0147,12.2400
2.0198,11.7000
2.0248,11.3400
2.0299,10.9800
2.0350,10.4400
2.0400,10.0800
2.0451,9.7200
2.0502,9.3600
2.0552,8.8200
2.0603,8.4600
2.0654,8.1000
2.0704,7.7400
2.0755,7.2000
2.0805,6.8400
2.0856,6.4800
2.0907,5.9400
2.0957,5.5800
2.1008,5.0400
2.1059,4.6800
2.1109,4.3200
2.1160,3.9600
2.1210,3.4200
2.1261,3.0600
2.1312,2.7000
2.1362,2.1600
2.1413,1.8000
2.1463,1.4400
2.1514,0.9000
2.1565,0.5400
2.1615,-0.0000
2.1666,-0.3600
2.1716,-0.7200
2.1767,-1.0800
2.1818,-1.4400
2.1868,-1.4400
2.1919,-1.4400
2.1969,-1.2600
2.2020,-1.0800
2.2071,-0.9000
2.2121,-0.7200
2.2172,-0.3600
2.2222,-0.1800
2.2273,0.1800
2.2324,0.5400
2.2374,0.7200
2.2425,1.0800
2.2476,1.2600
2.2526,1.4400
2.2577,1.6200
2.2628,1.9800
2.2678,2.1600
2.2729,2.5200
2.2779,2.8800
2.2830,3.0600
2.2881,3.2400
2.2931,3.4200
2.2982,3.6000
2.3032,3.9600
2.3083,4.1400
2.3134,4.5000
2.3184,4.8600
2.3235,5.0400
2.3286,5.2200
2.3336,5.4000
2.3387,5.5800
2.3438,5.7600
2.3488,6.1200
2.3539,6.3000
2.3589,6.6600
2.3640,6.8400
2.3690,7.0200
2.3741,7.2000
2.3792,7.3800
2.3842,7.5600
2.3893,7.9200
2.3943,8.1000
2.3994,8.2800
2.4044,8.6400
2.4095,8.8200
2.4145,9.0000
2.4196,9.1800
2.4247,9.3600
2.4297,9.5400
2.4348,9.7200
2.4399,10.0800
2.4449,10.2600
2.4500,10.4400
2.4550,10.6200
2.4601,10.8000
2.4652,10.9800
2.4702,11.1600
2.4753,11.3400
2.4804,11.5200
2.4854,11.8800
2.4905,12.0600
2.4956,12.2400
2.5006,12.4200
2.5057,12.4200
2.5107,12.6000
2.5158,12.7800
2.5209,13.1400
2.5259,13.3200
2.5310,13.5000
2.5360,13.6800
2.5411,13.8600
2.5462,14.0400
2.5512,14.0400
2.5563,14.2200
2.5613,14.4000
2.5664,14.5800
2.5715,14.7600
2.5765,14.9400
2.5816,15.1200
2.5866,15.3000
2.5917,15.4800
2.5968,15.4800
2.6018,15.6600
2.6069,15.8400
2.6120,16.0200
2.6170,16.2000
2.6221,16.3800
2.6271,16.5600
2.6322,16.5600
2.6373,16.7400
2.6424,16.9200
2.6474,17.1000
2.6525,17.2800
2.6576,17.4600
2.6626,17.4600
2.6677,17.6400
2.6727,17.8200
2.6778,17.8200
2.6829,18.0000
2.6880,18.1800
2.6930,18.3600
2.6981,18.5400
2.7031,18.5400
2.7082,18.7200
2.7133,18.7200
2.7183,18.9000
2.7234,18.9000
2.7285,19.0800
2.7335,19.2600
2.7386,19.4400
2.7436,19.4400
2.7487,19.6200
2.7538,19.6200
2.7588,19.8000
2.7639,19.8000
2.7689,19.9800
2.7740,20.1600
2.7791,20.1600
2.7841,20.3400
2.7892,20.3400
2.7943,20.5200
2.7993,20.5200
2.8044,20.7000
2.8094,20.7000
2.8145,20.8800
2.8196,20.8800
2.8246,21.0600
2.8297,21.0600
2.8348,21.2400
2.8398,21.2400
2.8449,21.2400
2.8500,21.4200
2.8550,21.4200
2.8601,21.6000
2.8652,21.6000
2.8702,21.7800
2.8753,21.7800
2.8804,21.7800
2.8855,21.9600
2.8905,21.9600
2.8956,21.9600
2.9007,22.1400
2.9057,22.1400
2.9108,22.3200
2.9158,22.3200
2.9209,22.3200
2.9260,22.3200
2.9311,22.3200
2.9361,22.5000
2.9412,22.5000
2.9463,22.5000
2.9513,22.6800
2.9564,22.6800
2.9614,22.6800
2.9665,22.6800
2.9716,22.6800
2.9766,22.8600
2.9817,22.8600
2.9867,22.8600
2.9918,22.8600
2.9969,23.0400
3.0019,23.0400
3.0070,23.0400
3.0122,23.0400
3.0173,23.0400
3.0224,23.0400
3.0275,23.0400
3.0326,23.0400
3.0377,23.0400
3.0428,23.0400
3.0479,23.0400
3.0529,23.0400
3.0580,23.2200
3.0631,23.2200
3.0681,23.2200
3.0732,23.2200
3.0783,23.2200
3.0833,23.2200
3.0884,23.2200
3.0935,23.2200
3.0985,23.2200
3.1036,23.2200
3.1086,23.2200
3.1137,23.2200
3.1188,23.2200
3.1239,23.2200
3.1289,23.0400
3.1340,23.0400
3.1391,23.0400
3.1442,23.0400
3.1493,23.0400
3.1544,23.0400
3.1594,23.0400
3.1645,23.0400
3.1696,23.0400
3.1747,22.8600
3.1798,22.8600
3.1849,22.8600
3.1899,22.8600
3.1950,22.8600
3.2001,22.8600
3.2052,22.6800
3.2103,22.6800
3.2153,22.6800
3.2204,22.6800
3.2255,22.5000
3.2306,22.5000
3.2356,22.5000
3.2407,22.5000
3.2458,22.5000
3.2509,22.3200
3.2560,22.3200
3.2610,22.3200
3.2661,22.1400
3.2712,22.1400
3.2763,22.1400
3.2814,21.9600
3.2864,21.9600
3.2915,21.9600
3.2966,21.7800
3.3017,21.7800
3.3067,21.7800
3.3118,21.6000
3.3169,21.6000
3.3220,21.6000
3.3271,21.4200
3.3321,21.4200
3.3372,21.2400
3.3423,21.2400
3.3475,21.2400
3.3526,21.0600
3.3576,21.0600
3.3627,20.8800
3.3678,20.8800
3.3729,20.7000
3.3779,20.7000
3.3830,20.5200
3.3881,20.5200
3.3932,20.5200
3.3982,20.3400
3.4033,20.3400
3.4084,20.1600
3.4135,20.1600
3.4185,19.9800
3.4236,19.9800
3.4287,19.8000
3.4338,19.6200
3.4389,19.6200
3.4439,19.6200
3.4490,19.4400
3.4541,19.2600
3.4592,19.2600
3.4643,19.0800
3.4693,19.0800
3.4744,18.9000
3.4795,18.7200
3.4846,18.7200
3.4897,18.5400
3.4948,18.5400
3.4999,18.3600
3.5049,18.1800
3.5100,18.1800
3.5151,18.0000
3.5202,17.8200
3.5252,17.8200
3.5303,17.6400
3.5354,17.6400
3.5405,17.4600
3.5456,17.2800
3.5506,17.2800
3.5557,17.1000
3.5608,16.9200
3.5659,16.9200
3.5709,16.7400
3.5760,16.5600
3.5811,16.3800
3.5862,16.3800
3.5913,16.2000
3.5963,16.0200
3.6014,15.8400
3.6065,15.8400
3.6116,15.6600
3.6167,15.4800
3.6217,15.3000
3.6268,15.3000
3.6319,15.1200
3.6370,14.9400
3.6420,14.7600
3.6471,14.5800
3.6522,14.5800
3.6573,14.4000
3.6624,14.2200
3.6675,14.0400
3.6725,13.8600
3.6776,13.6800
3.6827,13.6800
3.6878,13.5000
3.6929,13.3200
3.6979,13.1400
3.7030,12.9600
3.7081,12.7800
3.7131,12.6000
3.7182,12.4200
3.7233,12.4200
3.7284,12.2400
3.7335,12.0600
3.7385,11.8800
3.7436,11.7000
3.7487,11.5200
3.7538,11.3400
3.7589,11.1600
3.7640,10.9800
3.7691,10.8000
3.7741,10.6200
3.7792,10.4400
3.7843,10.2600
3.7894,10.0800
3.7944,9.9000
3.7995,9.7200
3.8046,9.5400
3.8097,9.5400
3.8148,9.3600
3.8198,9.1800
3.8249,9.0000
3.8300,8.6400
3.8351,8.4600
3.8402,8.2800
3.8453,8.1000
3.8504,7.9200
3.8555,7.7400
3.8606,7.5600
3.8656,7.3800
3.8707,7.2000
3.8758,7.0200
3.8809,6.8400
3.8860,6.6600
3.8912,6.4800
3.8963,6.3000
3.9014,6.1200
3.9066,5.9400
3.9116,5.5800
3.9167,5.4000
3.9218,5.2200
3.9269,5.0400
3.9321,4.8600
3.9372,4.6800
3.9423,4.5000
3.9474,4.3200
3.9525,4.1400
3.9576,3.7800
3.9627,3.6000
3.9678,3.4200
3.9729,3.2400
3.9781,3.0600
3.9832,2.8800
3.9883,2.5200
3.9934,2.3400
3.9985,2.1600
