t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,kp_eff,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
3.0758,154,-0.0354,-0.0000,0.0145,-0.1119,6.00,87.69,93.69,6.0354,19.0009,3.2948,0.502470,0.220946,0.031668,0.000373,0.249483,1286,2.3488
3.0959,155,-0.0353,-0.0000,0.0244,-0.1119,6.00,87.69,93.69,6.0353,19.1216,3.2947,0.502665,0.220940,0.031869,0.000373,0.249483,1286,2.3487
3.1160,156,-0.0353,-0.0000,0.0244,-0.0000,6.00,87.69,93.69,6.0353,19.2423,3.2947,0.502493,0.220940,0.032071,0.000000,0.249483,1286,2.3487
3.1360,157,-0.0353,-0.0000,0.0244,-0.0000,6.00,87.69,93.69,6.0353,19.3630,3.2947,0.502695,0.220940,0.032272,0.000000,0.249483,1286,2.3487
3.1561,158,-0.0307,-0.0000,0.0245,-0.0000,6.00,87.69,93.69,6.0307,19.4836,3.2944,0.502705,0.220749,0.032473,0.000000,0.249483,1286,2.3441
3.1762,159,-0.0307,-0.0000,0.0245,-0.0000,6.00,87.69,93.69,6.0307,19.6043,3.2944,0.502906,0.220749,0.032674,0.000000,0.249483,1286,2.3441
3.1963,160,-0.0307,-0.0000,0.0245,-0.0000,6.00,87.69,93.69,6.0307,19.7249,3.2944,0.503107,0.220749,0.032875,0.000000,0.249483,1286,2.3441
3.2164,161,-0.0307,-0.0000,0.0245,-0.0000,6.00,87.69,93.69,6.0307,19.8455,3.2944,0.503308,0.220749,0.033076,0.000000,0.249483,1286,2.3441
3.2365,162,-0.0307,-0.0000,0.0245,-0.0000,6.00,87.69,93.69,6.0307,19.9661,3.2944,0.503509,0.220749,0.033277,0.000000,0.249483,1286,2.3441
3.2565,163,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.0866,3.2940,0.503518,0.220558,0.033478,0.000000,0.249483,1286,2.3395
3.2766,164,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.2071,3.2940,0.503719,0.220558,0.033679,0.000000,0.249483,1286,2.3395
3.2967,165,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.3277,3.2940,0.503920,0.220558,0.033879,0.000000,0.249483,1286,2.3395
3.3168,166,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.4482,3.2940,0.504121,0.220558,0.034080,0.000000,0.249483,1285,2.3395
3.3369,167,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.5687,3.2940,0.504322,0.220558,0.034281,0.000000,0.249483,1285,2.3395
3.3570,168,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.6892,3.2940,0.504523,0.220558,0.034482,0.000000,0.249483,1285,2.3395
3.3771,169,-0.0261,-0.0000,0.0246,-0.0000,6.00,87.69,93.69,6.0261,20.8097,3.2940,0.504724,0.220558,0.034683,0.000000,0.249483,1285,2.3395
3.3972,170,-0.0215,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0215,20.9302,3.2937,0.504733,0.220367,0.034884,0.000000,0.249483,1285,2.3349
3.4173,171,-0.0215,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0215,21.0506,3.2937,0.504934,0.220367,0.035084,0.000000,0.249483,1285,2.3349
3.4374,172,-0.0215,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0215,21.1710,3.2937,0.505135,0.220367,0.035285,0.000000,0.249483,1285,2.3349
3.4575,173,-0.0215,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0215,21.2915,3.2937,0.505336,0.220367,0.035486,0.000000,0.249483,1285,2.3349
3.4776,174,-0.0215,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0215,21.4119,3.2937,0.505536,0.220367,0.035686,0.000000,0.249483,1285,2.3349
3.4977,175,-0.0162,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0162,21.5322,3.2933,0.505517,0.220147,0.035887,0.000000,0.249483,1285,2.3296
3.5178,176,-0.0162,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0162,21.6525,3.2933,0.505717,0.220147,0.036088,0.000000,0.249483,1285,2.3296
3.5379,177,-0.0162,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0162,21.7729,3.2933,0.505918,0.220147,0.036288,0.000000,0.249483,1285,2.3296
3.5580,178,-0.0162,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0162,21.8932,3.2933,0.506118,0.220147,0.036489,0.000000,0.249483,1285,2.3296
3.5781,179,-0.0162,-0.0000,0.0248,-0.0000,6.00,87.69,93.69,6.0162,22.0135,3.2933,0.506319,0.220147,0.036689,0.000000,0.249483,1285,2.3296
3.5982,180,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.1338,3.2930,0.506328,0.219956,0.036890,0.000000,0.249483,1285,2.3251
3.6183,181,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.2540,3.2930,0.506528,0.219956,0.037090,0.000000,0.249483,1285,2.3251
3.6385,182,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.3742,3.2930,0.506729,0.219956,0.037290,0.000000,0.249483,1284,2.3251
3.6586,183,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.4945,3.2930,0.506929,0.219956,0.037491,0.000000,0.249483,1284,2.3251
3.6787,184,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.6147,3.2930,0.507130,0.219956,0.037691,0.000000,0.249483,1284,2.3251
3.6988,185,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.7349,3.2930,0.507330,0.219956,0.037892,0.000000,0.249483,1284,2.3251
3.7189,186,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.8551,3.2930,0.507530,0.219956,0.038092,0.000000,0.249483,1284,2.3251
3.7390,187,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,22.9754,3.2930,0.507731,0.219956,0.038292,0.000000,0.249483,1284,2.3251
3.7591,188,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,23.0956,3.2930,0.507931,0.219956,0.038493,0.000000,0.249483,1284,2.3251
3.7792,189,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,23.2158,3.2930,0.508132,0.219956,0.038693,0.000000,0.249483,1284,2.3251
3.7993,190,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,23.3361,3.2930,0.508332,0.219956,0.038893,0.000000,0.249483,1284,2.3251
3.8194,191,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,23.4563,3.2930,0.508532,0.219956,0.039094,0.000000,0.249483,1284,2.3251
3.8395,192,-0.0116,-0.0000,0.0249,-0.0000,6.00,87.69,93.69,6.0116,23.5765,3.2930,0.508733,0.219956,0.039294,0.000000,0.249483,1284,2.3205
3.8596,193,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,23.6967,3.2926,0.508742,0.219765,0.039494,0.000000,0.249483,1284,2.3205
3.8798,194,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,23.8168,3.2926,0.508942,0.219765,0.039695,0.000000,0.249483,1284,2.3205
3.8999,195,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,23.9370,3.2926,0.509142,0.219765,0.039895,0.000000,0.249483,1284,2.3205
3.9200,196,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,24.0571,3.2926,0.509343,0.219765,0.040095,0.000000,0.249483,1283,2.3205
3.9401,197,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,24.1772,3.2926,0.509543,0.219765,0.040295,0.000000,0.249483,1283,2.3205
3.9602,198,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,24.2974,3.2926,0.509743,0.219765,0.040496,0.000000,0.249483,1283,2.3205
3.9803,199,-0.0070,-0.0000,0.0251,-0.0000,6.00,87.69,93.69,6.0070,24.4175,3.2926,0.509943,0.219765,0.040696,0.000000,0.249483,1283,2.3205
4.0004,200,-0.0072,-0.0000,0.0152,-0.1119,6.00,87.69,93.69,6.0072,24.5377,3.2926,0.510522,0.219770,0.040896,0.000373,0.249483,1283,2.3206
4.0205,201,-0.0072,-0.0000,0.0152,-0.1119,6.00,87.69,93.69,6.0072,24.6578,3.2926,0.510723,0.219770,0.041096,0.000373,0.249483,1283,2.3206
4.0406,202,-0.0025,-0.0000,0.026,-0.1119,6.00,87.69,93.69,6.0025,24.7779,3.2923,0.510728,0.219576,0.041296,0.000373,0.249483,1283,2.3159
4.0607,203,-0.0025,-0.0000,0.026,-0.0000,6.00,87.69,93.69,6.0025,24.8979,3.2923,0.510556,0.219576,0.041497,0.000000,0.249483,1283,2.3159
4.0808,204,-0.0025,-0.0000,0.026,-0.0000,6.00,87.69,93.69,6.0025,25.0180,3.2923,0.510756,0.219576,0.041697,0.000000,0.249483,1283,2.3159
4.1009,205,-0.0071,-0.0000,0.0258,0.1119,6.00,87.69,93.69,6.0071,25.1381,3.2926,0.510774,0.219767,0.041897,-0.000373,0.249483,1283,2.3205
4.1210,206,-0.0071,-0.0000,0.0258,0.1119,6.00,87.69,93.69,6.0071,25.2583,3.2926,0.510974,0.219767,0.042097,-0.000373,0.249483,1283,2.3205
4.1411,207,-0.0018,-0.0000,0.0258,0.1119,6.00,87.69,93.69,6.0018,25.3783,3.2922,0.510954,0.219547,0.042297,-0.000373,0.249483,1283,2.3152
4.1612,208,-0.0018,-0.0000,0.0258,-0.0000,6.00,87.69,93.69,6.0018,25.4983,3.2922,0.511527,0.219547,0.042497,0.000000,0.249483,1283,2.3152
4.1813,209,-0.0018,-0.0000,0.0258,-0.0000,6.00,87.69,93.69,6.0018,25.6184,3.2922,0.511727,0.219547,0.042697,0.000000,0.249483,1283,2.3152
4.2020,210,-0.0019,-0.0000,0.0153,0.1119,6.00,87.69,93.69,6.0019,25.7384,3.2922,0.511557,0.219550,0.042897,-0.000373,0.249483,1283,2.3153
4.2222,211,-0.0019,-0.0000,0.0153,0.1119,6.00,87.69,93.69,6.0019,25.8584,3.2922,0.511757,0.219550,0.043097,-0.000373,0.249483,1283,2.3153
4.2423,212,-0.0019,-0.0000,0.0153,0.1119,6.00,87.69,93.69,6.0019,25.9785,3.2922,0.511957,0.219550,0.043297,-0.000373,0.249483,1283,2.3153
4.2623,213,-0.0019,-0.0000,0.0153,-0.1119,6.00,87.69,93.69,6.0019,26.0985,3.2922,0.512903,0.219550,0.043498,0.000373,0.249483,1282,2.3153
4.2824,214,-0.0019,-0.0000,0.0153,-0.1119,6.00,87.69,93.69,6.0019,26.2186,3.2922,0.513103,0.219550,0.043698,0.000373,0.249483,1282,2.3153
4.3025,215,0.0028,-0.0000,0.0252,0.1119,6.00,87.69,93.69,5.9972,26.3385,3.2919,0.512361,0.219354,0.043897,-0.000373,0.249483,1282,2.3106
4.3226,216,0.0028,-0.0000,0.0252,0.1119,6.00,87.69,93.69,5.9972,26.4584,3.2919,0.512561,0.219354,0.044097,-0.000373,0.249483,1282,2.3106
4.3427,217,-0.0018,-0.0000,0.0251,0.1119,6.00,87.69,93.69,6.0018,26.5785,3.2922,0.512952,0.219545,0.044297,-0.000373,0.249483,1282,2.3152
4.3628,218,-0.0018,-0.0000,0.0251,-0.1119,6.00,87.69,93.69,6.0018,26.6985,3.2922,0.513898,0.219545,0.044498,0.000373,0.249483,1282,2.3152
4.3829,219,-0.0018,-0.0000,0.0251,-0.1119,6.00,87.69,93.69,6.0018,26.8185,3.2922,0.514098,0.219545,0.044698,0.000373,0.249483,1282,2.3152
4.4031,220,0.0027,-0.0000,0.0154,-0.1119,6.00,87.69,93.69,5.9973,26.9385,3.2919,0.514112,0.219359,0.044897,0.000373,0.249483,1282,2.3107
4.4232,221,0.0027,-0.0000,0.0154,-0.1119,6.00,87.69,93.69,5.9973,27.0584,3.2919,0.514312,0.219359,0.045097,0.000373,0.249483,1282,2.3107
4.4433,222,0.0027,-0.0000,0.0154,-0.1119,6.00,87.69,93.69,5.9973,27.1784,3.2919,0.514512,0.219359,0.045297,0.000373,0.249483,1282,2.3107
4.4634,223,0.0027,-0.0000,0.0154,0.2238,6.00,87.69,93.69,5.9973,27.2983,3.2919,0.513593,0.219359,0.045497,-0.000746,0.249483,1282,2.3107
4.4835,224,0.0027,-0.0000,0.0154,0.2238,6.00,87.69,93.69,5.9973,27.4183,3.2919,0.513793,0.219359,0.045697,-0.000746,0.249483,1282,2.3107
4.5036,225,0.0027,-0.0000,0.0154,-0.1119,6.00,87.69,93.69,5.9973,27.5382,3.2919,0.515112,0.219359,0.045897,0.000373,0.249483,1281,2.3107
4.5237,226,0.0027,-0.0000,0.0154,-0.1119,6.00,87.69,93.69,5.9973,27.6582,3.2919,0.515312,0.219359,0.046097,0.000373,0.249483,1281,2.3107
4.5438,227,0.0073,-0.0000,0.0155,-0.1119,6.00,87.69,93.69,5.9927,27.7780,3.2915,0.515321,0.219168,0.046297,0.000373,0.249483,1281,2.3061
4.5639,228,0.0073,-0.0000,0.0155,0.1119,6.00,87.69,93.69,5.9927,27.8979,3.2915,0.514774,0.219168,0.046496,-0.000373,0.249483,1281,2.3061
4.5840,229,0.0073,-0.0000,0.0155,0.1119,6.00,87.69,93.69,5.9927,28.0177,3.2915,0.514974,0.219168,0.046696,-0.000373,0.249483,1281,2.3061
4.6041,230,0.0073,-0.0000,0.0148,0.1119,6.00,87.69,93.69,5.9927,28.1376,3.2915,0.515171,0.219166,0.046896,-0.000373,0.249483,1281,2.3061
4.6245,231,0.0073,-0.0000,0.0148,0.1119,6.00,87.69,93.69,5.9927,28.2574,3.2915,0.515371,0.219166,0.047096,-0.000373,0.249483,1281,2.3061
4.6447,232,0.0125,-0.0000,0.005,0.1119,6.00,87.69,93.69,5.9875,28.3772,3.2911,0.515356,0.218951,0.047295,-0.000373,0.249483,1281,2.3009
4.6647,233,0.0125,-0.0000,0.005,-0.0000,6.00,87.69,93.69,5.9875,28.4969,3.2911,0.515929,0.218951,0.047495,0.000000,0.249483,1281,2.3009
4.6848,234,0.0125,-0.0000,0.005,-0.0000,6.00,87.69,93.69,5.9875,28.6167,3.2911,0.516128,0.218951,0.047694,0.000000,0.249483,1281,2.3009
4.7049,235,0.0072,-0.0000,0.005,-0.0000,6.00,87.69,93.69,5.9928,28.7365,3.2915,0.516548,0.219171,0.047894,0.000000,0.249483,1281,2.3062
4.7250,236,0.0072,-0.0000,0.005,-0.0000,6.00,87.69,93.69,5.9928,28.8564,3.2915,0.516748,0.219171,0.048094,0.000000,0.249483,1281,2.3062
4.7451,237,0.0118,-0.0000,0.0051,-0.0000,6.00,87.69,93.69,5.9882,28.9762,3.2912,0.516757,0.218980,0.048294,0.000000,0.249483,1281,2.3016
4.7652,238,0.0118,-0.0000,0.0051,0.1119,6.00,87.69,93.69,5.9882,29.0959,3.2912,0.516583,0.218980,0.048493,-0.000373,0.249483,1281,2.3016
4.7853,239,0.0118,-0.0000,0.0051,0.1119,6.00,87.69,93.69,5.9882,29.2157,3.2912,0.516783,0.218980,0.048693,-0.000373,0.249483,1281,2.3016
4.8054,240,0.0125,-0.0000,0.005,-0.1119,6.00,87.69,93.69,5.9875,29.3354,3.2911,0.517699,0.218951,0.048892,0.000373,0.249483,1280,2.3009
4.8256,241,0.0125,-0.0000,0.005,-0.1119,6.00,87.69,93.69,5.9875,29.4552,3.2911,0.517899,0.218951,0.049092,0.000373,0.249483,1280,2.3009
4.8457,242,0.0079,-0.0000,0.0048,-0.1119,6.00,87.69,93.69,5.9921,29.5750,3.2915,0.518289,0.219142,0.049292,0.000373,0.249483,1280,2.3055
4.8658,243,0.0079,-0.0000,0.0048,-0.0000,6.00,87.69,93.69,5.9921,29.6949,3.2915,0.518116,0.219142,0.049491,0.000000,0.249483,1280,2.3055
4.8859,244,0.0079,-0.0000,0.0048,-0.0000,6.00,87.69,93.69,5.9921,29.8147,3.2915,0.518316,0.219142,0.049691,0.000000,0.249483,1280,2.3055
4.9060,245,0.0132,-0.0000,0.0048,-0.0000,6.00,87.69,93.69,5.9868,29.9345,3.2911,0.518295,0.218922,0.049891,0.000000,0.249483,1280,2.3002
4.9261,246,0.0132,-0.0000,0.0048,-0.0000,6.00,87.69,93.69,5.9868,30.0542,3.2911,0.518495,0.218922,0.050090,0.000000,0.249483,1280,2.3002
4.9462,247,0.0087,-0.0000,0.0145,-0.0000,6.00,87.69,93.69,5.9913,30.1740,3.2914,0.518880,0.219107,0.050290,0.000000,0.249483,1280,2.3047
