t_s,iteration,psi_imu_deg,psi_enc_deg,phi_yaw_deg,psi_dot_dps,setpoint_deg,rest_angle_deg,phys_angle_deg,error_deg,integral_deg_s,kp_eff,u_norm,u_p,u_i,u_d,u_g,pwm_us,pitch_raw_deg
3.1131,156,-14.3982,-13.1400,0.1944,16.2263,6.00,88.18,94.18,20.3982,9.1522,3.4993,0.550000,0.793100,0.015934,-0.054088,0.249336,1268,16.2218
3.1331,157,-13.5422,-12.7800,0.1898,16.2263,6.00,88.18,94.18,19.5422,9.1522,3.4990,0.550000,0.759754,0.015905,-0.054088,0.249336,1268,15.3658
3.1532,158,-13.5422,-12.4200,0.1898,18.3526,6.00,88.18,94.18,19.5422,9.1522,3.4990,0.550000,0.759754,0.015905,-0.061175,0.249336,1268,15.3658
3.1733,159,-13.5422,-12.0600,0.1898,18.3526,6.00,88.18,94.18,19.5422,9.1522,3.4990,0.550000,0.759754,0.015905,-0.061175,0.249336,1268,15.3658
3.1934,160,-12.6022,-11.7000,0.1903,20.0311,6.00,88.18,94.18,18.6022,9.1522,3.4985,0.550000,0.723117,0.015874,-0.066770,0.249336,1268,14.4259
3.2134,161,-12.6022,-11.3400,0.1903,20.0311,6.00,88.18,94.18,18.6022,9.1522,3.4985,0.550000,0.723117,0.015874,-0.066770,0.249336,1268,14.4259
3.2335,162,-11.5990,-10.8000,0.1803,20.0311,6.00,88.18,94.18,17.5990,9.1522,3.4978,0.550000,0.683979,0.015840,-0.066770,0.249336,1268,13.4227
3.2536,163,-11.5990,-10.4400,0.1803,20.7026,6.00,88.18,94.18,17.5990,9.1522,3.4978,0.550000,0.683979,0.015840,-0.069009,0.249336,1268,13.4227
3.2737,164,-11.5990,-10.0800,0.1803,20.7026,6.00,88.18,94.18,17.5990,9.1522,3.4978,0.550000,0.683979,0.015840,-0.069009,0.249336,1268,13.4227
3.2937,165,-10.5278,-9.5400,0.1589,24.6193,6.00,88.18,94.18,16.5278,9.1522,3.4966,0.550000,0.642132,0.015805,-0.082064,0.249336,1268,12.3515
3.3138,166,-10.5278,-9.0000,0.1589,24.6193,6.00,88.18,94.18,16.5278,9.1522,3.4966,0.550000,0.642132,0.015805,-0.082064,0.249336,1268,12.3515
3.3339,167,-9.2131,-8.4600,0.1414,24.6193,6.00,88.18,94.18,15.2131,9.1522,3.4943,0.550000,0.590661,0.015761,-0.082064,0.249336,1268,11.0367
3.3540,168,-9.2131,-7.7400,0.1414,28.0884,6.00,88.18,94.18,15.2131,9.1522,3.4943,0.550000,0.590661,0.015761,-0.093628,0.249336,1268,11.0367
3.3741,169,-9.2131,-7.2000,0.1414,28.0884,6.00,88.18,94.18,15.2131,9.1522,3.4943,0.550000,0.590661,0.015761,-0.093628,0.249336,1268,11.0367
3.3941,170,-7.7692,-6.4800,0.1276,29.8789,6.00,88.18,94.18,13.7692,9.1522,3.4899,0.550000,0.533925,0.015713,-0.099596,0.249336,1268,9.5929
3.4142,171,-7.7692,-6.1200,0.1276,29.8789,6.00,88.18,94.18,13.7692,9.1522,3.4899,0.550000,0.533925,0.015713,-0.099596,0.249336,1268,9.5929
3.4343,172,-6.2825,-5.4000,0.1078,29.8789,6.00,88.18,94.18,12.2825,9.1522,3.4818,0.550000,0.475163,0.015663,-0.099596,0.249336,1268,8.1061
3.4544,173,-6.2825,-4.8600,0.1078,29.2074,6.00,88.18,94.18,12.2825,9.1522,3.4818,0.550000,0.475163,0.015663,-0.097358,0.249336,1268,8.1061
3.4744,174,-6.2825,-4.3200,0.1078,29.2074,6.00,88.18,94.18,12.2825,9.1522,3.4818,0.550000,0.475163,0.015663,-0.097358,0.249336,1268,8.1061
3.4945,175,-4.8526,-3.7800,0.0952,26.7455,6.00,88.18,94.18,10.8526,9.1522,3.4679,0.550000,0.418172,0.015615,-0.089152,0.249336,1268,6.6763
3.5146,176,-4.8526,-3.4200,0.0952,26.7455,6.00,88.18,94.18,10.8526,9.1522,3.4679,0.550000,0.418172,0.015615,-0.089152,0.249336,1268,6.6763
3.5347,177,-3.5770,-2.8800,0.0849,26.7455,6.00,88.18,94.18,9.5770,9.3438,3.4469,0.542548,0.366790,0.015573,-0.089152,0.249336,1271,5.4006
3.5547,178,-3.5770,-2.3400,0.0849,21.2621,6.00,88.18,94.18,9.5770,9.3438,3.4469,0.550000,0.366790,0.015892,-0.070874,0.249336,1268,5.4006
3.5748,179,-3.5770,-2.1600,0.0849,21.2621,6.00,88.18,94.18,9.5770,9.3438,3.4469,0.550000,0.366790,0.015892,-0.070874,0.249336,1268,5.4006
3.5949,180,-2.5748,-1.8000,0.0794,15.5549,6.00,88.18,94.18,8.5748,9.5153,3.4216,0.539335,0.325990,0.015859,-0.051850,0.249336,1272,4.3984
3.6150,181,-2.5748,-1.6200,0.0794,15.5549,6.00,88.18,94.18,8.5748,9.6868,3.4216,0.539621,0.325990,0.016145,-0.051850,0.249336,1272,4.3984
3.6351,182,-1.8650,-1.2600,0.0748,15.5549,6.00,88.18,94.18,7.8650,9.8441,3.3969,0.510743,0.296850,0.016407,-0.051850,0.249336,1283,3.6887
3.6552,183,-1.8650,-0.9000,0.0748,12.3096,6.00,88.18,94.18,7.8650,10.0014,3.3969,0.521823,0.296850,0.016669,-0.041032,0.249336,1279,3.6887
3.6753,184,-1.8650,-0.7200,0.0748,12.3096,6.00,88.18,94.18,7.8650,10.1587,3.3969,0.522085,0.296850,0.016931,-0.041032,0.249336,1279,3.6887
3.6954,185,-1.2114,-0.5400,0.0636,11.0787,6.00,88.18,94.18,7.2114,10.3029,3.3677,0.499420,0.269842,0.017171,-0.036929,0.249336,1287,3.035
3.7154,186,-1.2114,-0.3600,0.0636,11.0787,6.00,88.18,94.18,7.2114,10.4471,3.3677,0.499661,0.269842,0.017412,-0.036929,0.249336,1287,3.035
3.7355,187,-0.6809,-0.1800,0.0557,11.0787,6.00,88.18,94.18,6.6809,10.5807,3.3384,0.477862,0.247820,0.017635,-0.036929,0.249336,1295,2.5045
