t_s,angle_deg
1.1849,-36.1800
1.1899,-36.3600
1.1950,-36.7200
1.2001,-36.9000
1.2051,-37.2600
1.2102,-37.4400
1.2152,-37.8000
1.2203,-38.1600
1.2254,-38.5200
1.2304,-38.7000
1.2355,-39.0600
1.2406,-39.2400
1.2456,-39.6000
1.2507,-39.7800
1.2558,-40.1400
1.2608,-40.5000
1.2659,-40.6800
1.2710,-41.0400
1.2760,-41.4000
1.2811,-41.5800
1.2862,-41.9400
1.2912,-42.3000
1.2963,-42.4800
1.3014,-42.8400
1.3064,-43.2000
1.3115,-43.3800
1.3165,-43.7400
1.3216,-44.1000
1.3267,-44.4600
1.3317,-44.6400
1.3368,-45.0000
1.3418,-45.3600
1.3469,-45.5400
1.3520,-45.9000
1.3570,-46.2600
1.3621,-46.6200
1.3672,-46.8000
1.3722,-47.1600
1.3773,-47.5200
1.3823,-47.8800
1.3874,-48.2400
1.3925,-48.4200
1.3975,-48.7800
1.4026,-49.1400
1.4077,-49.5000
1.4127,-49.6800
1.4178,-50.0400
1.4229,-50.4000
1.4279,-50.7600
1.4330,-51.1200
1.4380,-51.4800
1.4431,-51.6600
1.4482,-52.0200
1.4532,-52.3800
1.4583,-52.7400
1.4634,-53.1000
1.4684,-53.4600
1.4735,-53.6400
1.4786,-54.1800
1.4836,-54.3600
1.4887,-54.7200
1.4937,-55.0800
1.4988,-55.4400
1.5039,-55.8000
1.5089,-56.1600
1.5140,-56.5200
1.5191,-56.8800
1.5241,-57.0600
1.5292,-57.4200
1.5343,-57.7800
1.5393,-58.3200
1.5444,-58.5000
1.5495,-58.8600
1.5545,-59.2200
1.5596,-59.5800
1.5647,-59.9400
1.5697,-60.3000
1.5748,-60.6600
1.5799,-61.0200
1.5849,-61.3800
1.5900,-61.7400
1.5951,-62.1000
1.6002,-62.4600
1.6052,-62.8200
1.6103,-63.1800
1.6153,-63.5400
1.6204,-63.9000
1.6255,-64.2600
1.6306,-64.8000
1.6356,-65.1600
1.6407,-65.5200
1.6458,-65.8800
1.6508,-66.2400
1.6559,-66.6000
1.6609,-66.9600
1.6660,-67.3200
1.6711,-67.6800
1.6761,-68.0400
1.6812,-68.4000
1.6863,-68.7600
1.6913,-69.1200
1.6963,-69.6600
1.7014,-70.0200
1.7064,-70.3800
1.7115,-70.7400
1.7166,-71.1000
1.7216,-71.4600
1.7267,-71.8200
1.7318,-72.1800
1.7368,-72.5400
1.7419,-72.9000
1.7469,-73.4400
1.7520,-73.8000
1.7571,-74.1600
1.7621,-74.5200
1.7672,-75.0600
1.7722,-75.4200
1.7773,-75.7800
1.7824,-76.1400
1.7874,-76.5000
1.7925,-76.8600
1.7975,-77.4000
1.8026,-77.7600
1.8077,-78.1200
1.8127,-78.4800
1.8178,-79.0200
1.8228,-79.3800
1.8279,-79.7400
1.8330,-80.1000
1.8380,-80.4600
1.8431,-81.0000
1.8482,-81.3600
1.8532,-81.7200
1.8583,-82.0800
1.8633,-82.6200
1.8684,-82.9800
1.8735,-83.5200
1.8785,-83.8800
1.8836,-84.2400
1.8887,-84.6000
1.8937,-84.9600
1.8988,-85.5000
1.9038,-85.8600
1.9089,-86.2200
1.9140,-86.7600
1.9190,-87.1200
1.9241,-87.4800
1.9292,-87.8400
1.9342,-88.2000
1.9393,-88.2000
1.9444,-88.2000
1.9494,-88.0200
1.9545,-87.8400
1.9596,-87.6600
1.9646,-87.4800
1.9697,-87.3000
1.9747,-86.9400
1.9798,-86.5800
1.9849,-86.2200
1.9899,-86.0400
1.9950,-85.8600
2.0001,-85.5000
2.0051,-85.3200
2.0102,-85.1400
2.0152,-84.9600
2.0203,-84.6000
2.0254,-84.2400
2.0304,-84.0600
2.0355,-83.7000
2.0406,-83.5200
2.0456,-83.3400
2.0507,-83.1600
2.0557,-82.9800
2.0608,-82.8000
2.0659,-82.4400
2.0709,-82.0800
2.0760,-81.9000
2.0811,-81.7200
2.0861,-81.5400
2.0912,-81.3600
2.0963,-81.1800
2.1013,-80.8200
2.1064,-80.6400
2.1114,-80.2800
2.1165,-80.1000
2.1216,-79.9200
2.1266,-79.7400
2.1317,-79.5600
2.1368,-79.3800
2.1418,-79.2000
2.1469,-78.8400
2.1520,-78.6600
2.1570,-78.3000
2.1621,-78.1200
2.1671,-77.9400
2.1722,-77.7600
2.1773,-77.5800
2.1823,-77.4000
2.1874,-77.2200
2.1925,-77.0400
2.1975,-76.6800
2.2026,-76.5000
2.2076,-76.3200
2.2127,-76.3200
2.2178,-76.1400
2.2228,-75.9600
2.2279,-75.6000
2.2329,-75.4200
2.2380,-75.2400
2.2431,-75.0600
2.2481,-74.8800
2.2532,-74.7000
2.2582,-74.5200
2.2633,-74.3400
2.2684,-74.1600
2.2734,-73.9800
2.2785,-73.8000
2.2836,-73.6200
2.2886,-73.4400
2.2937,-73.2600
2.2988,-73.0800
2.3038,-73.0800
2.3088,-72.9000
2.3139,-72.7200
2.3190,-72.3600
2.3240,-72.1800
2.3291,-72.1800
2.3342,-72.0000
2.3392,-71.8200
2.3443,-71.6400
2.3494,-71.6400
2.3544,-71.4600
2.3595,-71.2800
2.3645,-71.1000
2.3696,-70.9200
2.3747,-70.7400
2.3797,-70.5600
2.3848,-70.5600
2.3898,-70.3800
2.3949,-70.2000
2.4000,-70.0200
2.4050,-69.8400
2.4101,-69.8400
2.4152,-69.6600
2.4202,-69.4800
2.4253,-69.4800
2.4303,-69.3000
2.4354,-69.1200
2.4405,-69.1200
2.4456,-68.9400
2.4506,-68.7600
2.4557,-68.5800
2.4607,-68.5800
2.4658,-68.4000
2.4709,-68.4000
2.4760,-68.2200
2.4810,-68.0400
2.4861,-68.0400
2.4911,-67.8600
2.4962,-67.6800
2.5013,-67.6800
2.5063,-67.5000
2.5114,-67.5000
2.5165,-67.3200
2.5215,-67.3200
2.5266,-67.1400
2.5317,-66.9600
2.5367,-66.9600
2.5418,-66.7800
2.5468,-66.7800
2.5519,-66.6000
2.5570,-66.6000
2.5620,-66.4200
2.5671,-66.4200
2.5721,-66.2400
2.5772,-66.2400
2.5823,-66.0600
2.5873,-66.0600
2.5924,-66.0600
2.5974,-65.8800
2.6025,-65.8800
2.6076,-65.7000
2.6126,-65.7000
2.6177,-65.5200
2.6227,-65.5200
2.6278,-65.5200
2.6329,-65.3400
2.6379,-65.3400
2.6430,-65.3400
2.6481,-65.1600
2.6531,-65.1600
2.6582,-64.9800
2.6632,-64.9800
2.6683,-64.9800
2.6734,-64.9800
2.6784,-64.8000
2.6835,-64.8000
2.6886,-64.8000
2.6936,-64.8000
2.6987,-64.6200
2.7038,-64.6200
2.7088,-64.6200
2.7139,-64.6200
2.7190,-64.4400
2.7240,-64.4400
2.7291,-64.4400
2.7341,-64.4400
2.7392,-64.2600
2.7443,-64.2600
2.7493,-64.2600
2.7544,-64.2600
2.7595,-64.2600
2.7645,-64.2600
2.7696,-64.2600
2.7746,-64.2600
2.7797,-64.0800
2.7848,-64.0800
2.7898,-64.0800
2.7949,-64.0800
2.7999,-64.0800
2.8050,-64.0800
2.8101,-64.0800
2.8151,-64.0800
2.8202,-64.0800
2.8253,-64.0800
2.8303,-64.0800
2.8354,-64.0800
2.8404,-64.0800
2.8455,-64.0800
2.8506,-64.0800
2.8556,-64.0800
2.8607,-64.0800
2.8658,-64.0800
2.8708,-64.0800
2.8759,-64.0800
2.8810,-64.0800
2.8860,-64.0800
2.8911,-64.0800
2.8961,-64.0800
2.9012,-64.0800
2.9063,-64.0800
2.9113,-64.0800
2.9164,-64.0800
2.9214,-64.2600
2.9265,-64.2600
2.9316,-64.2600
2.9366,-64.2600
2.9417,-64.2600
2.9467,-64.2600
2.9518,-64.4400
2.9569,-64.4400
2.9619,-64.4400
2.9670,-64.4400
2.9720,-64.4400
2.9771,-64.6200
2.9822,-64.6200
2.9872,-64.6200
2.9923,-64.6200
2.9973,-64.6200
3.0024,-64.8000
3.0075,-64.8000
3.0125,-64.8000
3.0176,-64.9800
3.0227,-64.9800
3.0277,-64.9800
3.0328,-64.9800
3.0378,-65.1600
3.0429,-65.1600
3.0480,-65.1600
3.0530,-65.3400
3.0581,-65.3400
3.0632,-65.3400
3.0682,-65.5200
3.0733,-65.5200
3.0784,-65.5200
3.0834,-65.7000
3.0885,-65.7000
3.0935,-65.8800
3.0986,-65.8800
3.1037,-65.8800
3.1088,-66.0600
3.1139,-66.0600
3.1189,-66.0600
3.1240,-66.2400
3.1291,-66.2400
3.1342,-66.4200
3.1393,-66.4200
3.1444,-66.6000
3.1495,-66.6000
3.1546,-66.7800
3.1597,-66.7800
3.1647,-66.7800
3.1698,-66.9600
3.1749,-67.1400
3.1800,-67.1400
3.1851,-67.3200
3.1902,-67.3200
3.1952,-67.5000
3.2003,-67.5000
3.2054,-67.6800
3.2105,-67.6800
3.2156,-67.8600
3.2206,-67.8600
3.2257,-68.0400
3.2308,-68.0400
3.2359,-68.2200
3.2410,-68.2200
3.2461,-68.4000
3.2512,-68.5800
3.2563,-68.5800
3.2613,-68.7600
3.2664,-68.9400
3.2715,-68.9400
3.2766,-69.1200
3.2817,-69.1200
3.2867,-69.3000
3.2918,-69.4800
3.2969,-69.4800
3.3020,-69.6600
3.3071,-69.8400
3.3121,-69.8400
3.3172,-70.0200
3.3223,-70.2000
3.3274,-70.2000
3.3324,-70.3800
3.3375,-70.5600
3.3426,-70.5600
3.3477,-70.7400
3.3527,-70.9200
3.3578,-70.9200
3.3629,-71.1000
3.3680,-71.2800
3.3730,-71.4600
3.3781,-71.4600
3.3832,-71.6400
3.3883,-71.8200
3.3933,-72.0000
3.3984,-72.0000
3.4035,-72.1800
3.4086,-72.3600
3.4137,-72.5400
3.4188,-72.7200
3.4238,-72.7200
3.4289,-72.9000
3.4340,-73.0800
3.4391,-73.2600
3.4441,-73.4400
3.4492,-73.4400
3.4544,-73.6200
3.4594,-73.8000
3.4645,-73.9800
3.4696,-74.1600
3.4747,-74.3400
3.4797,-74.5200
3.4848,-74.5200
3.4899,-74.7000
3.4950,-74.8800
3.5001,-75.0600
3.5052,-75.2400
3.5102,-75.4200
3.5153,-75.6000
3.5204,-75.7800
3.5255,-75.9600
3.5306,-75.9600
3.5357,-76.1400
3.5408,-76.3200
3.5458,-76.5000
3.5509,-76.6800
3.5560,-76.8600
3.5611,-77.0400
3.5661,-77.2200
3.5712,-77.4000
3.5763,-77.5800
3.5814,-77.7600
3.5865,-77.9400
3.5915,-78.1200
3.5966,-78.3000
3.6017,-78.4800
3.6068,-78.6600
3.6118,-78.8400
3.6169,-79.0200
3.6220,-79.2000
3.6270,-79.3800
3.6321,-79.5600
3.6373,-79.7400
3.6423,-79.9200
3.6474,-80.1000
3.6525,-80.2800
3.6576,-80.4600
3.6627,-80.8200
3.6678,-80.8200
3.6729,-81.1800
3.6780,-81.3600
3.6830,-81.5400
3.6881,-81.7200
3.6932,-81.9000
3.6983,-82.0800
3.7034,-82.2600
3.7084,-82.4400
3.7135,-82.6200
3.7186,-82.9800
3.7237,-83.1600
3.7287,-83.3400
3.7338,-83.5200
3.7389,-83.7000
3.7440,-83.8800
3.7491,-84.0600
3.7542,-84.2400
3.7594,-84.6000
3.7645,-84.7800
3.7696,-84.9600
3.7746,-85.1400
3.7798,-85.3200
3.7849,-85.5000
3.7900,-85.8600
3.7952,-86.0400
3.8003,-86.2200
3.8054,-86.4000
3.8105,-86.5800
3.8156,-86.9400
3.8207,-87.1200
3.8258,-87.3000
3.8309,-87.4800
3.8360,-87.6600
3.8411,-87.8400
3.8462,-87.8400
3.8514,-88.0200
3.8564,-87.8400
3.8615,-87.8400
3.8666,-87.8400
3.8717,-87.6600
3.8768,-87.6600
3.8819,-87.4800
3.8871,-87.3000
3.8930,-87.3000
3.8981,-86.9400
3.9032,-86.9400
3.9083,-86.7600
3.9134,-86.5800
3.9185,-86.4000
3.9235,-86.4000
3.9286,-86.2200
3.9337,-86.0400
3.9387,-85.8600
3.9438,-85.6800
3.9489,-85.6800
3.9539,-85.5000
3.9590,-85.3200
3.9641,-85.3200
3.9692,-85.1400
3.9743,-84.9600
3.9793,-84.7800
3.9844,-84.7800
3.9895,-84.6000
3.9946,-84.6000
