t_s,iteration,freq_hz,phase,setpoint_deg,psi_deg,psi_dot_dps,error_deg,integral_deg_s,u_norm,u_p,u_i,u_d,u_g,pwm_us
7605.3975,47,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1406
7605.4026,48,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1404
7605.4076,49,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1402
7605.4127,50,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1400
7605.4177,51,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1398
7605.4228,52,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1396
7605.4279,53,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1394
7605.4329,54,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1392
7605.4380,55,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1390
7605.4431,56,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1388
7605.4481,57,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1386
7605.4532,58,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1384
7605.4583,59,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1382
7605.4633,60,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1380
7605.4684,61,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1378
7605.4734,62,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1376
7605.4785,63,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1374
7605.4836,64,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1372
7605.4886,65,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1370
7605.4937,66,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1368
7605.4987,67,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1366
7605.5038,68,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1364
7605.5089,69,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1362
7605.5140,70,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1360
7605.5190,71,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1358
7605.5241,72,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1356
7605.5292,73,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1354
7605.5342,74,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1352
7605.5393,75,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1350
7605.5444,76,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1348
7605.5494,77,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1346
7605.5545,78,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1344
7605.5596,79,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1342
7605.5646,80,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1340
7605.5697,81,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1338
7605.5748,82,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1336
7605.5798,83,0.0000,settle_init,10.0000,-0.0000,0.0000,10.0000,0.0000,1.000000,0.222222,0.000000,-0.000000,0.846767,1334
7605.5849,84,0.0000,settle_init,10.0000,0.1800,10.8000,9.8200,0.0000,1.000000,0.218222,0.000000,-0.060000,0.846767,1332
7605.5900,85,0.0000,settle_init,10.0000,0.1800,7.5600,9.8200,0.0000,1.000000,0.218222,0.000000,-0.042000,0.846767,1330
7605.5950,86,0.0000,settle_init,10.0000,0.1800,5.2920,9.8200,0.0000,1.000000,0.218222,0.000000,-0.029400,0.846767,1328
7605.6001,87,0.0000,settle_init,10.0000,0.1800,3.7044,9.8200,0.0000,1.000000,0.218222,0.000000,-0.020580,0.846767,1326
7605.6051,88,0.0000,settle_init,10.0000,0.1800,2.5931,9.8200,0.0000,1.000000,0.218222,0.000000,-0.014406,0.846767,1324
7605.6102,89,0.0000,settle_init,10.0000,0.1800,1.8152,9.8200,0.0000,1.000000,0.218222,0.000000,-0.010084,0.846767,1322
7605.6153,90,0.0000,settle_init,10.0000,0.1800,1.2706,9.8200,0.0000,1.000000,0.218222,0.000000,-0.007059,0.846767,1320
7605.6203,91,0.0000,settle_init,10.0000,0.1800,0.8894,9.8200,0.0000,1.000000,0.218222,0.000000,-0.004941,0.846767,1318
7605.6254,92,0.0000,settle_init,10.0000,0.1800,0.6226,9.8200,0.0000,1.000000,0.218222,0.000000,-0.003459,0.846767,1316
7605.6305,93,0.0000,settle_init,10.0000,0.1800,0.4358,9.8200,0.0000,1.000000,0.218222,0.000000,-0.002421,0.846767,1314
7605.6355,94,0.0000,settle_init,10.0000,0.1800,0.3051,9.8200,0.0000,1.000000,0.218222,0.000000,-0.001695,0.846767,1312
7605.6406,95,0.0000,settle_init,10.0000,0.1800,0.2136,9.8200,0.0000,1.000000,0.218222,0.000000,-0.001186,0.846767,1310
7605.6457,96,0.0000,settle_init,10.0000,0.1800,0.1495,9.8200,0.0000,1.000000,0.218222,0.000000,-0.000830,0.846767,1308
7605.6508,97,0.0000,settle_init,10.0000,0.1800,0.1046,9.8200,0.0000,1.000000,0.218222,0.000000,-0.000581,0.846767,1306
7605.6558,98,0.0000,settle_init,10.0000,0.1800,0.0732,9.8200,0.0000,1.000000,0.218222,0.000000,-0.000407,0.846767,1304
7605.6609,99,0.0000,settle_init,10.0000,0.3600,10.8513,9.6400,0.0000,1.000000,0.214222,0.000000,-0.060285,0.846767,1302
7605.6660,100,0.0000,settle_init,10.0000,0.3600,7.5959,9.6400,0.0000,1.000000,0.214222,0.000000,-0.042199,0.846767,1300
7605.6711,101,0.0000,settle_init,10.0000,0.3600,5.3171,9.6400,0.0000,1.000000,0.214222,0.000000,-0.029540,0.846767,1298
7605.6762,102,0.0000,settle_init,10.0000,0.3600,3.7220,9.6400,0.0000,1.000000,0.214222,0.000000,-0.020678,0.846767,1296
7605.6812,103,0.0000,settle_init,10.0000,0.3600,2.6054,9.6400,0.0000,1.000000,0.214222,0.000000,-0.014474,0.846767,1294
7605.6863,104,0.0000,settle_init,10.0000,0.3600,1.8238,9.6400,0.0000,1.000000,0.214222,0.000000,-0.010132,0.846767,1292
7605.6914,105,0.0000,settle_init,10.0000,0.3600,1.2766,9.6400,0.0000,1.000000,0.214222,0.000000,-0.007092,0.846767,1290
7605.6965,106,0.0000,settle_init,10.0000,0.5400,11.6936,9.4600,0.0473,0.992025,0.210222,0.000000,-0.064965,0.846767,1288
7605.7016,107,0.0000,settle_init,10.0000,0.5400,8.1856,9.4600,0.0473,1.000000,0.210222,0.000000,-0.045475,0.846767,1286
7605.7067,108,0.0000,settle_init,10.0000,0.5400,5.7299,9.4600,0.0473,1.000000,0.210222,0.000000,-0.031833,0.846767,1284
7605.7117,109,0.0000,settle_init,10.0000,0.5400,4.0109,9.4600,0.0473,1.000000,0.210222,0.000000,-0.022283,0.846767,1282
7605.7168,110,0.0000,settle_init,10.0000,0.5400,2.8076,9.4600,0.0473,1.000000,0.210222,0.000000,-0.015598,0.846767,1280
7605.7219,111,0.0000,settle_init,10.0000,0.7200,12.7654,9.2800,0.0937,0.982071,0.206222,0.000000,-0.070919,0.846767,1278
7605.7269,112,0.0000,settle_init,10.0000,0.7200,8.9357,9.2800,0.0937,1.000000,0.206222,0.000000,-0.049643,0.846767,1276
7605.7320,113,0.0000,settle_init,10.0000,0.7200,6.2550,9.2800,0.0937,1.000000,0.206222,0.000000,-0.034750,0.846767,1274
7605.7370,114,0.0000,settle_init,10.0000,0.7200,4.3785,9.2800,0.0937,1.000000,0.206222,0.000000,-0.024325,0.846767,1272
7605.7421,115,0.0000,settle_init,10.0000,0.9000,13.8650,9.1000,0.1392,0.971962,0.202222,0.000000,-0.077028,0.846767,1270
7605.7472,116,0.0000,settle_init,10.0000,0.9000,9.7055,9.1000,0.1847,0.995070,0.202222,0.000000,-0.053919,0.846767,1268
7605.7522,117,0.0000,settle_init,10.0000,0.9000,6.7938,9.1000,0.1847,1.000000,0.202222,0.000000,-0.037744,0.846767,1266
7605.7573,118,0.0000,settle_init,10.0000,1.0800,15.5557,8.9200,0.2293,0.958569,0.198222,0.000000,-0.086420,0.846767,1264
7605.7623,119,0.0000,settle_init,10.0000,1.0800,10.8890,8.9200,0.2739,0.984495,0.198222,0.000000,-0.060494,0.846767,1262
7605.7674,120,0.0000,settle_init,10.0000,1.0800,7.6223,8.9200,0.2739,1.000000,0.198222,0.000000,-0.042346,0.846767,1260
7605.7725,121,0.0000,settle_init,10.0000,1.2600,16.1356,8.7400,0.3176,0.951347,0.194222,0.000000,-0.089642,0.846767,1258
7605.7776,122,0.0000,settle_init,10.0000,1.2600,11.2949,8.7400,0.3613,0.978240,0.194222,0.000000,-0.062750,0.846767,1256
7605.7826,123,0.0000,settle_init,10.0000,1.2600,7.9064,8.7400,0.4050,0.997065,0.194222,0.000000,-0.043925,0.846767,1254
7605.7877,124,0.0000,settle_init,10.0000,1.4400,16.3345,8.5600,0.4478,0.946242,0.190222,0.000000,-0.090747,0.846767,1252
7605.7928,125,0.0000,settle_init,10.0000,1.4400,11.4342,8.5600,0.4906,0.973466,0.190222,0.000000,-0.063523,0.846767,1250
7605.7978,126,0.0000,settle_init,10.0000,1.6200,18.8039,8.3800,0.5325,0.928523,0.186222,0.000000,-0.104466,0.846767,1248
7605.8029,127,0.0000,settle_init,10.0000,1.6200,13.1627,8.3800,0.5744,0.959863,0.186222,0.000000,-0.073126,0.846767,1246
7605.8079,128,0.0000,settle_init,10.0000,1.8000,20.0139,8.2000,0.6154,0.917801,0.182222,0.000000,-0.111188,0.846767,1244
7605.8130,129,0.0000,settle_init,10.0000,1.8000,14.0097,8.2000,0.6564,0.951157,0.182222,0.000000,-0.077832,0.846767,1242
7605.8181,130,0.0000,settle_init,10.0000,1.9800,20.6068,8.0200,0.6965,0.910507,0.178222,0.000000,-0.114482,0.846767,1240
7605.8231,131,0.0000,settle_init,10.0000,1.9800,14.4248,8.0200,0.7366,0.944852,0.178222,0.000000,-0.080138,0.846767,1238
7605.8282,132,0.0000,settle_init,10.0000,2.1600,20.8973,7.8400,0.7758,0.904893,0.174222,0.000000,-0.116096,0.846767,1236
7605.8332,133,0.0000,settle_init,10.0000,2.1600,14.6281,7.8400,0.8150,0.939722,0.174222,0.000000,-0.081267,0.846767,1234
7605.8383,134,0.0000,settle_init,10.0000,2.3400,21.0397,7.6600,0.8533,0.900102,0.170222,0.000000,-0.116887,0.846767,1232
7605.8434,135,0.0000,settle_init,10.0000,2.3400,14.7278,7.6600,0.8916,0.935168,0.170222,0.000000,-0.081821,0.846767,1230
7605.8485,136,0.0000,settle_init,10.0000,2.5200,21.1095,7.4800,0.9290,0.895714,0.166222,0.000000,-0.117275,0.846767,1228
7605.8535,137,0.0000,settle_init,10.0000,2.7000,25.5766,7.3000,0.9655,0.866897,0.162222,0.000000,-0.142092,0.846767,1226
7605.8586,138,0.0000,settle_init,10.0000,2.7000,17.9036,7.3000,1.0020,0.909525,0.162222,0.000000,-0.099465,0.846767,1224
7605.8636,139,0.0000,settle_init,10.0000,2.8800,23.3325,7.1200,1.0376,0.875364,0.158222,0.000000,-0.129625,0.846767,1222
7605.8687,140,0.0000,settle_init,10.0000,3.0600,27.1328,6.9400,1.0723,0.850252,0.154222,0.000000,-0.150738,0.846767,1220
7605.8738,141,0.0000,settle_init,10.0000,3.0600,18.9929,6.9400,1.1070,0.895473,0.154222,0.000000,-0.105516,0.846767,1218
7605.8788,142,0.0000,settle_init,10.0000,3.2400,24.0951,6.7600,1.1408,0.863128,0.150222,0.000000,-0.133861,0.846767,1216
7605.8839,143,0.0000,settle_init,10.0000,3.4200,27.6665,6.5800,1.1737,0.839286,0.146222,0.000000,-0.153703,0.846767,1214
7605.8890,144,0.0000,settle_init,10.0000,3.6000,30.1666,6.4000,1.2057,0.821397,0.142222,0.000000,-0.167592,0.846767,1212
7605.8941,145,0.0000,settle_init,10.0000,3.7800,31.9166,6.2200,1.2368,0.807675,0.138222,0.000000,-0.177314,0.846767,1210
7605.8992,146,0.0000,settle_init,10.0000,3.7800,22.3416,6.2200,1.2679,0.860869,0.138222,0.000000,-0.124120,0.846767,1208
7605.9042,147,0.0000,settle_init,10.0000,3.9600,26.4391,6.0400,1.2981,0.834105,0.134222,0.000000,-0.146884,0.846767,1206
7605.9093,148,0.0000,settle_init,10.0000,4.1400,29.3074,5.8600,1.3274,0.814170,0.130222,0.000000,-0.162819,0.846767,1204
7605.9143,149,0.0000,settle_init,10.0000,4.3200,31.3152,5.6800,1.3558,0.799016,0.126222,0.000000,-0.173973,0.846767,1202
7605.9194,150,0.0000,settle_init,10.0000,4.5000,32.7206,5.5000,1.3833,0.787208,0.122222,0.000000,-0.181781,0.846767,1200
7605.9245,151,0.0000,settle_init,10.0000,4.6800,33.7044,5.3200,1.4099,0.777742,0.118222,0.000000,-0.187247,0.846767,1198
7605.9295,152,0.0000,settle_init,10.0000,4.8600,34.3931,5.1400,1.4356,0.769916,0.114222,0.000000,-0.191073,0.846767,1196
7605.9346,153,0.0000,settle_init,10.0000,5.0400,34.8752,4.9600,1.4604,0.763238,0.110222,0.000000,-0.193751,0.846767,1194
7605.9396,154,0.0000,settle_init,10.0000,5.2200,35.2126,4.7800,1.4843,0.757364,0.106222,0.000000,-0.195626,0.846767,1192
7605.9447,155,0.0000,settle_init,10.0000,5.4000,35.4488,4.6000,1.5073,0.752051,0.102222,0.000000,-0.196938,0.846767,1192
7605.9498,156,0.0000,settle_init,10.0000,5.5800,35.6142,4.4200,1.5294,0.747133,0.098222,0.000000,-0.197857,0.846767,1194
7605.9548,157,0.0000,settle_init,10.0000,5.7600,35.7299,4.2400,1.5506,0.742490,0.094222,0.000000,-0.198500,0.846767,1196
7605.9599,158,0.0000,settle_init,10.0000,5.9400,35.8110,4.0600,1.5709,0.738040,0.090222,0.000000,-0.198950,0.846767,1198
7605.9650,159,0.0000,settle_init,10.0000,6.1200,35.8677,3.8800,1.5903,0.733724,0.086222,0.000000,-0.199265,0.846767,1199
7605.9700,160,0.0000,settle_init,10.0000,6.3000,35.9074,3.7000,1.6088,0.729504,0.082222,0.000000,-0.199485,0.846767,1201
7605.9751,161,0.0000,settle_init,10.0000,6.4800,35.9352,3.5200,1.6264,0.725349,0.078222,0.000000,-0.199640,0.846767,1202
7605.9802,162,0.0000,settle_init,10.0000,6.6600,35.9546,3.3400,1.6431,0.721241,0.074222,0.000000,-0.199748,0.846767,1204
7605.9852,163,0.0000,settle_init,10.0000,6.8400,35.9682,3.1600,1.6589,0.717166,0.070222,0.000000,-0.199823,0.846767,1206
7605.9903,164,0.0000,settle_init,10.0000,7.0200,35.9778,2.9800,1.6738,0.713113,0.066222,0.000000,-0.199876,0.846767,1207
7605.9954,165,0.0000,settle_init,10.0000,7.3800,46.7844,2.6200,1.6869,0.645076,0.058222,0.000000,-0.259914,0.846767,1209
7606.0005,166,0.0000,settle_init,10.0000,7.5600,43.5491,2.4400,1.6991,0.659050,0.054222,0.000000,-0.241939,0.846767,1211
7606.0055,167,0.0000,settle_init,10.0000,7.7400,41.2844,2.2600,1.7104,0.667632,0.050222,0.000000,-0.229358,0.846767,1213
7606.0106,168,0.0000,settle_init,10.0000,8.1000,50.4991,1.9000,1.7199,0.608439,0.042222,0.000000,-0.280550,0.846767,1215
7606.0156,169,0.0000,settle_init,10.0000,8.2800,46.1493,1.7200,1.7285,0.628604,0.038222,0.000000,-0.256385,0.846767,1217
7606.0207,170,0.0000,settle_init,10.0000,8.4600,43.1045,1.5400,1.7362,0.641520,0.034222,0.000000,-0.239470,0.846767,1219
7606.0258,171,0.0000,settle_init,10.0000,8.6400,40.9732,1.3600,1.7430,0.649360,0.030222,0.000000,-0.227629,0.846767,1221
7606.0309,172,0.0000,settle_init,10.0000,9.0000,50.2812,1.0000,1.7480,0.589649,0.022222,0.000000,-0.279340,0.846767,1223
7606.0359,173,0.0000,settle_init,10.0000,9.1800,45.9969,0.8200,1.7521,0.609451,0.018222,0.000000,-0.255538,0.846767,1225
7606.0410,174,0.0000,settle_init,10.0000,9.3600,42.9978,0.6400,1.7553,0.622113,0.014222,0.000000,-0.238877,0.846767,1227
7606.0461,175,0.0000,settle_init,10.0000,9.7200,51.6985,0.2800,1.7567,0.565776,0.006222,0.000000,-0.287214,0.846767,1229
7606.0512,176,0.0000,settle_init,10.0000,9.9000,46.9889,0.1000,1.7572,0.587940,0.002222,0.000000,-0.261050,0.846767,1231
7606.0563,177,0.0000,settle_init,10.0000,10.0800,43.6922,-0.0800,1.7568,0.602255,-0.001778,0.000000,-0.242735,0.846767,1233
7606.0614,178,0.0000,settle_init,10.0000,10.4400,52.1846,-0.4400,1.7546,0.547075,-0.009778,0.000000,-0.289914,0.846767,1235
7606.0665,179,0.0000,settle_init,10.0000,10.6200,47.3292,-0.6200,1.7515,0.570049,-0.013778,0.000000,-0.262940,0.846767,1237
7606.0716,180,0.0000,settle_init,10.0000,10.8000,43.9304,-0.8000,1.7475,0.584931,-0.017778,0.000000,-0.244058,0.846767,1239
7606.0766,181,0.0000,settle_init,10.0000,11.1600,52.3513,-1.1600,1.7417,0.530149,-0.025778,0.000000,-0.290841,0.846767,1241
7606.0817,182,0.0000,settle_init,10.0000,11.3400,47.4459,-1.3400,1.7350,0.553401,-0.029778,0.000000,-0.263588,0.846767,1243
7606.0867,183,0.0000,settle_init,10.0000,11.7000,54.8121,-1.7000,1.7265,0.504477,-0.037778,0.000000,-0.304512,0.846767,1245
7606.0918,184,0.0000,settle_init,10.0000,11.8800,49.1685,-1.8800,1.7171,0.531831,-0.041778,0.000000,-0.273158,0.846767,1247
7606.0969,185,0.0000,settle_init,10.0000,12.2400,56.0179,-2.2400,1.7059,0.485778,-0.049778,0.000000,-0.311211,0.846767,1249
7606.1019,186,0.0000,settle_init,10.0000,12.4200,50.0126,-2.4200,1.6938,0.515142,-0.053778,0.000000,-0.277848,0.846767,1251
7606.1070,187,0.0000,settle_init,10.0000,12.6000,45.8088,-2.6000,1.6808,0.534496,-0.057778,0.000000,-0.254493,0.846767,1253
7606.1120,188,0.0000,settle_init,10.0000,12.9600,53.6662,-2.9600,1.6660,0.482844,-0.065778,0.000000,-0.298145,0.846767,1255
7606.1171,189,0.0000,settle_init,10.0000,13.1400,48.3663,-3.1400,1.6503,0.508288,-0.069778,0.000000,-0.268702,0.846767,1257
7606.1221,190,0.0000,settle_init,10.0000,13.3200,44.6564,-3.3200,1.6337,0.524898,-0.073778,0.000000,-0.248091,0.846767,1259
