t_s,iteration,psi_imu_deg,psi_enc_deg,psi_dot_dps,setpoint_deg,error_deg,u_norm,u_norm_unsat,u_p,u_d,u_g,pwm_target_us,pwm_actual_us,pitch_raw_deg
0.3016,16,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1452,-82.0018
0.3217,17,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1449,-82.0018
0.3418,18,-0.0000,-0.0000,-0.1119,5.00,5.0000,0.216693,0.216693,0.111111,0.000995,0.104587,1393,1446,-82.0122
0.3619,19,-0.0000,-0.0000,-0.1119,5.00,5.0000,0.216693,0.216693,0.111111,0.000995,0.104587,1393,1443,-82.0122
0.3820,20,-0.0000,-0.0000,-0.1119,5.00,5.0000,0.216693,0.216693,0.111111,0.000995,0.104587,1393,1440,-82.0413
0.4021,21,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1437,-82.0413
0.4224,22,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1434,-82.0413
0.4425,23,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1431,-82.0518
0.4626,24,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1428,-82.0518
0.4827,25,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1425,-82.0192
0.5028,26,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1422,-82.0192
0.5229,27,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1419,-82.0192
0.5430,28,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1416,-82.0119
0.5631,29,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1413,-82.0119
0.5832,30,-0.0000,-0.0000,-0.0000,5.00,5.0000,0.215698,0.215698,0.111111,0.000000,0.104587,1394,1410,-82.0588
0.6033,31,-0.0000,-0.0000,-0.5595,5.00,5.0000,0.220672,0.220672,0.111111,0.004974,0.104587,1392,1407,-82.0588
0.6234,32,-0.0000,-0.0000,-0.5595,5.00,5.0000,0.220672,0.220672,0.111111,0.004974,0.104587,1392,1404,-82.0588
0.6435,33,-0.0000,-0.0000,-0.6714,5.00,5.0000,0.221666,0.221666,0.111111,0.005968,0.104587,1391,1401,-82.1139
0.6636,34,0.1800,0.1800,-0.6714,5.00,4.8200,0.217666,0.217666,0.107111,0.005968,0.104587,1393,1398,-82.1139
0.6837,35,0.1800,0.1800,-0.6714,5.00,4.8200,0.217666,0.217666,0.107111,0.005968,0.104587,1393,1395,-82.1432
0.7038,36,0.1800,0.1800,-1.6786,5.00,4.8200,0.226619,0.226619,0.107111,0.014921,0.104587,1390,1392,-82.1432
0.7239,37,0.1800,0.1800,-1.6786,5.00,4.8200,0.226619,0.226619,0.107111,0.014921,0.104587,1390,1390,-82.1432
0.7440,38,0.3600,0.3600,-2.5738,5.00,4.6400,0.230577,0.230577,0.103111,0.022879,0.104587,1388,1388,-82.2347
0.7641,39,0.3600,0.3600,-2.5738,5.00,4.6400,0.230577,0.230577,0.103111,0.022879,0.104587,1388,1388,-82.2347
0.7842,40,0.3600,0.3600,-3.3572,5.00,4.6400,0.237540,0.237540,0.103111,0.029842,0.104587,1385,1385,-82.3494
0.8043,41,0.5400,0.5400,-3.3572,5.00,4.4600,0.233540,0.233540,0.099111,0.029842,0.104587,1387,1387,-82.3494
0.8244,42,0.5400,0.5400,-3.3572,5.00,4.4600,0.233540,0.233540,0.099111,0.029842,0.104587,1387,1387,-82.3494
0.8445,43,0.5400,0.7200,-2.9096,5.00,4.4600,0.229561,0.229561,0.099111,0.025863,0.104587,1388,1388,-82.5175
0.8646,44,0.7200,0.7200,-2.9096,5.00,4.2800,0.225561,0.225561,0.095111,0.025863,0.104587,1390,1390,-82.5175
0.8847,45,0.7200,0.9000,-5.7072,5.00,4.2800,0.250429,0.250429,0.095111,0.050731,0.104587,1381,1387,-82.7169
0.9048,46,0.9000,0.9000,-5.7072,5.00,4.1000,0.246429,0.246429,0.091111,0.050731,0.104587,1382,1384,-82.7169
0.9249,47,1.0800,1.0800,-5.7072,5.00,3.9200,0.242429,0.242429,0.087111,0.050731,0.104587,1384,1384,-82.7169
0.9450,48,1.0800,1.0800,-7.2739,5.00,3.9200,0.256355,0.256355,0.087111,0.064657,0.104587,1378,1381,-82.9213
0.9651,49,1.2600,1.2600,-7.2739,5.00,3.7400,0.252355,0.252355,0.083111,0.064657,0.104587,1380,1380,-82.9213
0.9852,50,1.2600,1.4400,-8.0572,5.00,3.7400,0.259318,0.259318,0.083111,0.071620,0.104587,1377,1377,-83.1794
1.0052,51,1.4400,1.4400,-8.0572,5.00,3.5600,0.255318,0.255318,0.079111,0.071620,0.104587,1379,1379,-83.1794
1.0253,52,1.6200,1.6200,-8.0572,5.00,3.3800,0.251318,0.251318,0.075111,0.071620,0.104587,1380,1380,-83.4538
1.0454,53,1.6200,1.6200,-8.0572,5.00,3.3800,0.251318,0.251318,0.075111,0.071620,0.104587,1380,1380,-83.4538
1.0655,54,1.8000,1.8000,-8.0572,5.00,3.2000,0.247318,0.247318,0.071111,0.071620,0.104587,1382,1382,-83.4538
1.0856,55,1.9800,1.9800,-3.6929,5.00,3.0200,0.204524,0.204524,0.067111,0.032826,0.104587,1398,1385,-83.7945
1.1057,56,1.9800,1.9800,-3.6929,5.00,3.0200,0.204524,0.204524,0.067111,0.032826,0.104587,1398,1388,-83.7945
1.1258,57,2.1600,2.1600,-3.6929,5.00,2.8400,0.200524,0.200524,0.063111,0.032826,0.104587,1399,1391,-84.0500
1.1459,58,2.3400,2.3400,-2.4619,5.00,2.6600,0.185582,0.185582,0.059111,0.021884,0.104587,1405,1394,-84.0500
1.1660,59,2.3400,2.3400,-2.4619,5.00,2.6600,0.185582,0.185582,0.059111,0.021884,0.104587,1405,1397,-84.0500
1.1861,60,2.5200,2.5200,-8.1691,5.00,2.4800,0.232312,0.232312,0.055111,0.072614,0.104587,1387,1394,-84.3371
1.2062,61,2.5200,2.5200,-8.1691,5.00,2.4800,0.232312,0.232312,0.055111,0.072614,0.104587,1387,1391,-84.3371
1.2263,62,2.7000,2.7000,-8.1691,5.00,2.3000,0.228312,0.228312,0.051111,0.072614,0.104587,1389,1389,-84.7222
1.2464,63,2.7000,2.7000,-3.1334,5.00,2.3000,0.183550,0.183550,0.051111,0.027852,0.104587,1406,1392,-84.7222
1.2665,64,2.8800,2.8800,-3.1334,5.00,2.1200,0.179550,0.179550,0.047111,0.027852,0.104587,1407,1395,-84.7222
1.2866,65,2.8800,2.8800,-4.8120,5.00,2.1200,0.194471,0.194471,0.047111,0.042773,0.104587,1402,1398,-84.7454
1.3067,66,2.8800,2.8800,-4.8120,5.00,2.1200,0.194471,0.194471,0.047111,0.042773,0.104587,1402,1401,-84.7454
1.3268,67,2.8800,2.8800,-4.8120,5.00,2.1200,0.194471,0.194471,0.047111,0.042773,0.104587,1402,1402,-84.8609
1.3469,68,2.8800,2.8800,-3.3572,5.00,2.1200,0.181540,0.181540,0.047111,0.029842,0.104587,1406,1405,-84.8609
1.3670,69,2.8800,2.8800,-3.3572,5.00,2.1200,0.181540,0.181540,0.047111,0.029842,0.104587,1406,1406,-84.8609
1.3871,70,2.8800,2.8800,0.2238,5.00,2.1200,0.149709,0.149709,0.047111,-0.001989,0.104587,1418,1409,-84.8561
1.4072,71,2.8800,2.8800,0.2238,5.00,2.1200,0.149709,0.149709,0.047111,-0.001989,0.104587,1418,1412,-84.8561
1.4274,72,2.7000,2.7000,0.2238,5.00,2.3000,0.153709,0.153709,0.051111,-0.001989,0.104587,1417,1415,-84.8899
1.4475,73,2.7000,2.7000,3.6929,5.00,2.3000,0.122872,0.122872,0.051111,-0.032826,0.104587,1428,1418,-84.8899
1.4676,74,2.7000,2.5200,3.6929,5.00,2.3000,0.122872,0.122872,0.051111,-0.032826,0.104587,1428,1421,-84.8899
1.4877,75,2.5200,2.5200,5.3715,5.00,2.4800,0.111952,0.111952,0.055111,-0.047746,0.104587,1433,1424,-84.6724
1.5079,76,2.3400,2.3400,5.3715,5.00,2.6600,0.115952,0.115952,0.059111,-0.047746,0.104587,1431,1427,-84.6724
1.5280,77,2.3400,2.1600,5.3715,5.00,2.6600,0.115952,0.115952,0.059111,-0.047746,0.104587,1431,1430,-84.5473
1.5481,78,2.1600,1.9800,7.0501,5.00,2.8400,0.105031,0.105031,0.063111,-0.062667,0.104587,1435,1433,-84.5473
1.5682,79,1.9800,1.9800,7.0501,5.00,3.0200,0.109031,0.109031,0.067111,-0.062667,0.104587,1434,1434,-84.5473
1.5882,80,1.8000,1.8000,8.2810,5.00,3.2000,0.102089,0.102089,0.071111,-0.073609,0.104587,1436,1436,-84.2391
1.6083,81,1.6200,1.6200,8.2810,5.00,3.3800,0.106089,0.106089,0.075111,-0.073609,0.104587,1435,1435,-84.2391
1.6284,82,1.4400,1.2600,8.2810,5.00,3.5600,0.110089,0.110089,0.079111,-0.073609,0.104587,1433,1433,-83.8923
1.6485,83,1.2600,1.0800,9.7358,5.00,3.7400,0.101158,0.101158,0.083111,-0.086541,0.104587,1437,1436,-83.8923
1.6686,84,0.9000,0.9000,9.7358,5.00,4.1000,0.109158,0.109158,0.091111,-0.086541,0.104587,1434,1434,-83.8923
1.6887,85,0.7200,0.7200,11.0787,5.00,4.2800,0.101221,0.101221,0.095111,-0.098477,0.104587,1437,1437,-83.4915
1.7088,86,0.5400,0.5400,11.0787,5.00,4.4600,0.105221,0.105221,0.099111,-0.098477,0.104587,1435,1435,-83.4915
1.7289,87,0.3600,0.3600,11.0787,5.00,4.6400,0.109221,0.109221,0.103111,-0.098477,0.104587,1434,1434,-83.0520
1.7490,88,-0.0000,-0.0000,11.0787,5.00,5.0000,0.117221,0.117221,0.111111,-0.098477,0.104587,1431,1431,-83.0520
1.7691,89,-0.1800,-0.1800,11.0787,5.00,5.1800,0.121221,0.121221,0.115111,-0.098477,0.104587,1429,1429,-83.0520
1.7892,90,-0.3600,-0.3600,10.9668,5.00,5.3600,0.126216,0.126216,0.119111,-0.097482,0.104587,1427,1427,-82.5830
1.8093,91,-0.5400,-0.5400,10.9668,5.00,5.5400,0.130216,0.130216,0.123111,-0.097482,0.104587,1426,1426,-82.5830
1.8294,92,-0.7200,-0.7200,10.9668,5.00,5.7200,0.134216,0.134216,0.127111,-0.097482,0.104587,1424,1424,-82.3512
1.8494,93,-0.9000,-0.9000,9.9596,5.00,5.9000,0.147168,0.147168,0.131111,-0.088530,0.104587,1419,1421,-82.3512
1.8695,94,-1.0800,-1.0800,9.9596,5.00,6.0800,0.151168,0.151168,0.135111,-0.088530,0.104587,1418,1418,-82.3512
1.8896,95,-1.2600,-1.2600,7.1620,5.00,6.2600,0.180036,0.180036,0.139111,-0.063662,0.104587,1407,1415,-82.2234
1.9097,96,-1.4400,-1.4400,7.1620,5.00,6.4400,0.184036,0.184036,0.143111,-0.063662,0.104587,1405,1412,-82.2234
1.9298,97,-1.4400,-1.6200,7.1620,5.00,6.4400,0.184036,0.184036,0.143111,-0.063662,0.104587,1405,1409,-82.0787
1.9499,98,-1.6200,-1.6200,6.2667,5.00,6.6200,0.195994,0.195994,0.147111,-0.055704,0.104587,1401,1406,-82.0787
1.9700,99,-1.6200,-1.8000,6.2667,5.00,6.6200,0.195994,0.195994,0.147111,-0.055704,0.104587,1401,1403,-82.0787
1.9901,100,-1.8000,-1.8000,3.3572,5.00,6.8000,0.225856,0.225856,0.151111,-0.029842,0.104587,1390,1400,-81.8394
2.0101,101,-1.8000,-1.8000,3.3572,5.00,6.8000,0.225856,0.225856,0.151111,-0.029842,0.104587,1390,1397,-81.8394
2.0302,102,-1.8000,-1.8000,3.3572,5.00,6.8000,0.225856,0.225856,0.151111,-0.029842,0.104587,1390,1394,-81.7873
2.0503,103,-1.8000,-1.8000,0.1119,5.00,6.8000,0.254703,0.254703,0.151111,-0.000995,0.104587,1379,1391,-81.7873
2.0704,104,-1.8000,-1.8000,0.1119,5.00,6.8000,0.254703,0.254703,0.151111,-0.000995,0.104587,1379,1388,-81.7873
2.0905,105,-1.6200,-1.6200,-3.9167,5.00,6.6200,0.286513,0.286513,0.147111,0.034815,0.104587,1367,1385,-81.8021
2.1105,106,-1.6200,-1.6200,-3.9167,5.00,6.6200,0.286513,0.286513,0.147111,0.034815,0.104587,1367,1382,-81.8021
2.1306,107,-1.4400,-1.4400,-3.9167,5.00,6.4400,0.282513,0.282513,0.143111,0.034815,0.104587,1369,1379,-82.0006
2.1507,108,-1.2600,-1.2600,-5.7072,5.00,6.2600,0.294429,0.294429,0.139111,0.050731,0.104587,1364,1376,-82.0006
2.1708,109,-1.0800,-1.0800,-5.7072,5.00,6.0800,0.290429,0.290429,0.135111,0.050731,0.104587,1366,1373,-82.0006
2.1908,110,-0.9000,-0.9000,-10.6311,5.00,5.9000,0.330196,0.330196,0.131111,0.094498,0.104587,1351,1370,-82.3215
2.2109,111,-0.7200,-0.7200,-10.6311,5.00,5.7200,0.326196,0.326196,0.127111,0.094498,0.104587,1352,1367,-82.3215
2.2310,112,-0.3600,-0.3600,-10.6311,5.00,5.3600,0.318196,0.318196,0.119111,0.094498,0.104587,1355,1364,-82.8541
2.2511,113,-0.1800,-0.0000,-15.7787,5.00,5.1800,0.359953,0.359953,0.115111,0.140255,0.104587,1340,1361,-82.8541
2.2711,114,0.1800,0.1800,-15.7787,5.00,4.8200,0.351953,0.351953,0.107111,0.140255,0.104587,1343,1358,-82.8541
2.2913,115,0.5400,0.5400,-16.1144,5.00,4.4600,0.346937,0.346937,0.099111,0.143239,0.104587,1344,1355,-83.4568
2.3114,116,0.7200,0.7200,-16.1144,5.00,4.2800,0.342937,0.342937,0.095111,0.143239,0.104587,1346,1352,-83.4568
2.3315,117,1.0800,1.2600,-16.1144,5.00,3.9200,0.334937,0.334937,0.087111,0.143239,0.104587,1349,1349,-84.1270
2.3515,118,1.4400,1.6200,-17.5692,5.00,3.5600,0.339869,0.339869,0.079111,0.156171,0.104587,1347,1347,-84.1270
2.3716,119,1.9800,1.9800,-17.5692,5.00,3.0200,0.327869,0.327869,0.067111,0.156171,0.104587,1352,1350,-84.1270
2.3917,120,2.3400,2.3400,-18.6883,5.00,2.6600,0.329816,0.329816,0.059111,0.166118,0.104587,1351,1351,-84.8102
2.4118,121,2.7000,2.7000,-18.6883,5.00,2.3000,0.321816,0.321816,0.051111,0.166118,0.104587,1354,1354,-84.8102
2.4318,122,3.0600,3.0600,-18.6883,5.00,1.9400,0.313816,0.313816,0.043111,0.166118,0.104587,1357,1357,-85.4913
2.4519,123,3.4200,3.4200,-19.1359,5.00,1.5800,0.309795,0.309795,0.035111,0.170097,0.104587,1358,1358,-85.4913
2.4720,124,3.7800,3.7800,-19.1359,5.00,1.2200,0.301795,0.301795,0.027111,0.170097,0.104587,1361,1361,-85.4913
2.4921,125,4.1400,4.3200,-19.0240,5.00,0.8600,0.292800,0.292800,0.019111,0.169102,0.104587,1365,1364,-86.1105
2.5122,126,4.5000,4.5000,-19.0240,5.00,0.5000,0.284800,0.284800,0.011111,0.169102,0.104587,1368,1367,-86.1105
2.5323,127,4.8600,5.0400,-17.3454,5.00,0.1400,0.261879,0.261879,0.003111,0.154181,0.104587,1376,1370,-86.5077
2.5524,128,5.2200,5.2200,-17.3454,5.00,-0.2200,0.253879,0.253879,-0.004889,0.154181,0.104587,1379,1373,-86.5077
2.5725,129,5.5800,5.5800,-17.3454,5.00,-0.5800,0.245879,0.245879,-0.012889,0.154181,0.104587,1382,1376,-86.7342
2.5926,130,5.7600,5.9400,-14.1001,5.00,-0.7600,0.213033,0.213033,-0.016889,0.125335,0.104587,1395,1379,-86.7342
2.6127,131,6.1200,6.1200,-14.1001,5.00,-1.1200,0.205033,0.205033,-0.024889,0.125335,0.104587,1398,1382,-86.7342
2.6327,132,6.3000,6.3000,-10.5191,5.00,-1.3000,0.169202,0.169202,-0.028889,0.093504,0.104587,1411,1385,-86.7277
2.6528,133,6.4800,6.4800,-10.5191,5.00,-1.4800,0.165202,0.165202,-0.032889,0.093504,0.104587,1413,1388,-86.7277
2.6729,134,6.6600,6.6600,-10.5191,5.00,-1.6600,0.161202,0.161202,-0.036889,0.093504,0.104587,1414,1391,-86.6058
2.6930,135,6.6600,6.6600,-5.1477,5.00,-1.6600,0.113455,0.113455,-0.036889,0.045757,0.104587,1432,1394,-86.6058
2.7130,136,6.6600,6.6600,-5.1477,5.00,-1.6600,0.113455,0.113455,-0.036889,0.045757,0.104587,1432,1397,-86.6058
2.7331,137,6.6600,6.6600,0.4476,5.00,-1.6600,0.063719,0.063719,-0.036889,-0.003979,0.104587,1451,1400,-86.5887
2.7533,138,6.6600,6.6600,0.4476,5.00,-1.6600,0.063719,0.063719,-0.036889,-0.003979,0.104587,1451,1403,-86.5887
2.7734,139,6.6600,6.4800,0.4476,5.00,-1.6600,0.063719,0.063719,-0.036889,-0.003979,0.104587,1451,1406,-86.6395
2.7934,140,6.4800,6.4800,2.9096,5.00,-1.4800,0.045835,0.045835,-0.032889,-0.025863,0.104587,1457,1409,-86.6395
2.8135,141,6.3000,6.3000,2.9096,5.00,-1.3000,0.049835,0.049835,-0.028889,-0.025863,0.104587,1456,1412,-86.6395
2.8336,142,5.9400,5.9400,13.6525,5.00,-0.9400,0.000000,-0.037658,-0.020889,-0.121356,0.104587,1500,1415,-86.7159
2.8537,143,5.7600,5.7600,13.6525,5.00,-0.7600,0.000000,-0.033658,-0.016889,-0.121356,0.104587,1500,1418,-86.7159
2.8737,144,5.4000,5.4000,13.6525,5.00,-0.4000,0.000000,-0.025658,-0.008889,-0.121356,0.104587,1500,1421,-86.6909
2.8938,145,5.0400,5.0400,17.0097,5.00,-0.0400,0.000000,-0.047499,-0.000889,-0.151197,0.104587,1500,1424,-86.6909
2.9139,146,4.6800,4.6800,17.0097,5.00,0.3200,0.000000,-0.039499,0.007111,-0.151197,0.104587,1500,1427,-86.6909
2.9340,147,4.1400,4.1400,21.1502,5.00,0.8600,0.000000,-0.064304,0.019111,-0.188002,0.104587,1500,1430,-86.5588
2.9540,148,3.7800,3.7800,21.1502,5.00,1.2200,0.000000,-0.056304,0.027111,-0.188002,0.104587,1500,1433,-86.5588
2.9741,149,3.2400,3.0600,21.1502,5.00,1.7600,0.000000,-0.044304,0.039111,-0.188002,0.104587,1500,1436,-85.9128
2.9942,150,2.7000,2.7000,24.9550,5.00,2.3000,0.000000,-0.066124,0.051111,-0.221822,0.104587,1500,1439,-85.9128
3.0143,151,2.1600,2.1600,24.9550,5.00,2.8400,0.000000,-0.054124,0.063111,-0.221822,0.104587,1500,1442,-85.9128
3.0343,152,1.6200,1.6200,27.5288,5.00,3.3800,0.000000,-0.065003,0.075111,-0.244701,0.104587,1500,1445,-85.0830
3.0544,153,1.0800,1.0800,27.5288,5.00,3.9200,0.000000,-0.053003,0.087111,-0.244701,0.104587,1500,1448,-85.0830
3.0745,154,0.5400,0.5400,27.5288,5.00,4.4600,0.000000,-0.041003,0.099111,-0.244701,0.104587,1500,1451,-83.9321
3.0946,155,-0.0000,-0.1800,28.2003,5.00,5.0000,0.000000,-0.034971,0.111111,-0.250669,0.104587,1500,1454,-83.9321
3.1146,156,-0.5400,-0.5400,28.2003,5.00,5.5400,0.000000,-0.022971,0.123111,-0.250669,0.104587,1500,1457,-83.9321
3.1347,157,-1.0800,-1.2600,27.1931,5.00,6.0800,0.000000,-0.002019,0.135111,-0.241717,0.104587,1500,1460,-82.7234
3.1548,158,-1.6200,-1.8000,27.1931,5.00,6.6200,0.009981,0.009981,0.147111,-0.241717,0.104587,1471,1463,-82.7234
3.1749,159,-2.1600,-2.3400,27.1931,5.00,7.1600,0.021981,0.021981,0.159111,-0.241717,0.104587,1466,1466,-81.4798
3.1949,160,-2.7000,-2.8800,25.4026,5.00,7.7000,0.049897,0.049897,0.171111,-0.225801,0.104587,1456,1463,-81.4798
3.2150,161,-3.2400,-3.2400,25.4026,5.00,8.2400,0.061897,0.061897,0.183111,-0.225801,0.104587,1451,1460,-81.4798
3.2351,162,-3.6000,-3.7800,22.0454,5.00,8.6000,0.099738,0.099738,0.191111,-0.195960,0.104587,1437,1457,-80.3234
3.2552,163,-3.9600,-4.1400,22.0454,5.00,8.9600,0.107738,0.107738,0.199111,-0.195960,0.104587,1434,1454,-80.3234
3.2753,164,-4.3200,-4.5000,22.0454,5.00,9.3200,0.115738,0.115738,0.207111,-0.195960,0.104587,1431,1451,-79.3413
3.2953,165,-4.6800,-4.6800,17.3454,5.00,9.6800,0.165517,0.165517,0.215111,-0.154181,0.104587,1412,1448,-79.3413
3.3154,166,-5.0400,-5.0400,17.3454,5.00,10.0400,0.173517,0.173517,0.223111,-0.154181,0.104587,1409,1445,-79.3413
3.3355,167,-5.2200,-5.2200,11.6382,5.00,10.2200,0.228247,0.228247,0.227111,-0.103451,0.104587,1389,1442,-78.5857
3.3556,168,-5.4000,-5.4000,11.6382,5.00,10.4000,0.232247,0.232247,0.231111,-0.103451,0.104587,1387,1439,-78.5857
3.3757,169,-5.5800,-5.5800,11.6382,5.00,10.5800,0.236247,0.236247,0.235111,-0.103451,0.104587,1386,1436,-78.1242
3.3958,170,-5.5800,-5.5800,5.1477,5.00,10.5800,0.293941,0.293941,0.235111,-0.045757,0.104587,1364,1433,-78.1242
3.4159,171,-5.5800,-5.5800,5.1477,5.00,10.5800,0.293941,0.293941,0.235111,-0.045757,0.104587,1364,1430,-78.1242
3.4359,172,-5.5800,-5.5800,-2.0143,5.00,10.5800,0.357603,0.357603,0.235111,0.017905,0.104587,1340,1427,-77.9463
3.4560,173,-5.4000,-5.4000,-2.0143,5.00,10.4000,0.353603,0.353603,0.231111,0.017905,0.104587,1342,1424,-77.9463
3.4761,174,-5.2200,-5.2200,-2.0143,5.00,10.2200,0.349603,0.349603,0.227111,0.017905,0.104587,1343,1421,-78.1195
3.4962,175,-5.0400,-5.0400,-8.1691,5.00,10.0400,0.400312,0.400312,0.223111,0.072614,0.104587,1324,1418,-78.1195
3.5162,176,-4.8600,-4.8600,-8.1691,5.00,9.8600,0.396312,0.396312,0.219111,0.072614,0.104587,1326,1415,-78.1195
3.5363,177,-4.5000,-4.5000,-14.6597,5.00,9.5000,0.446006,0.446006,0.211111,0.130308,0.104587,1307,1412,-78.6034
3.5564,178,-4.1400,-4.1400,-14.6597,5.00,9.1400,0.438006,0.438006,0.203111,0.130308,0.104587,1310,1409,-78.6034
3.5764,179,-3.7800,-3.7800,-14.6597,5.00,8.7800,0.430006,0.430006,0.195111,0.130308,0.104587,1313,1406,-79.3888
3.5965,180,-3.4200,-3.2400,-19.6954,5.00,8.4200,0.450000,0.466768,0.187111,0.175070,0.104587,1306,1403,-79.3888
3.6166,181,-2.8800,-2.8800,-19.6954,5.00,7.8800,0.450000,0.454768,0.175111,0.175070,0.104587,1306,1400,-79.3888
3.6367,182,-2.3400,-2.3400,-24.3955,5.00,7.3400,0.450000,0.484547,0.163111,0.216849,0.104587,1306,1397,-80.3602
3.6568,183,-1.8000,-1.8000,-24.3955,5.00,6.8000,0.450000,0.472547,0.151111,0.216849,0.104587,1306,1394,-80.3602
3.6768,184,-1.2600,-1.2600,-24.3955,5.00,6.2600,0.450000,0.460547,0.139111,0.216849,0.104587,1306,1391,-81.5250
3.6969,185,-0.7200,-0.7200,-27.7526,5.00,5.7200,0.450000,0.478388,0.127111,0.246690,0.104587,1306,1388,-81.5250
3.7170,186,-0.1800,-0.1800,-27.7526,5.00,5.1800,0.450000,0.466388,0.115111,0.246690,0.104587,1306,1385,-81.5250
3.7371,187,0.3600,0.5400,-30.1027,5.00,4.6400,0.450000,0.475277,0.103111,0.267579,0.104587,1306,1382,-82.7895
3.7571,188,1.0800,1.0800,-30.1027,5.00,3.9200,0.450000,0.459277,0.087111,0.267579,0.104587,1306,1379,-82.7895
3.7772,189,1.6200,1.6200,-30.1027,5.00,3.3800,0.447277,0.447277,0.075111,0.267579,0.104587,1307,1376,-84.0912
3.7974,190,2.1600,2.3400,-28.6479,5.00,2.8400,0.422346,0.422346,0.063111,0.254648,0.104587,1316,1373,-84.0912
3.8175,191,2.8800,2.8800,-28.6479,5.00,2.1200,0.406346,0.406346,0.047111,0.254648,0.104587,1322,1370,-84.0912
3.8376,192,3.4200,3.6000,-25.2907,5.00,1.5800,0.364504,0.364504,0.035111,0.224806,0.104587,1338,1367,-85.2252
3.8577,193,3.9600,3.9600,-25.2907,5.00,1.0400,0.352504,0.352504,0.023111,0.224806,0.104587,1342,1364,-85.2252
3.8777,194,4.5000,4.5000,-25.2907,5.00,0.5000,0.340504,0.340504,0.011111,0.224806,0.104587,1347,1361,-86.1778
3.8978,195,5.0400,5.0400,-24.3955,5.00,-0.0400,0.320547,0.320547,-0.000889,0.216849,0.104587,1354,1358,-86.1778
3.9179,196,5.4000,5.5800,-24.3955,5.00,-0.4000,0.312547,0.312547,-0.008889,0.216849,0.104587,1357,1357,-86.1778
