wall,t,offset,pwm,angle,gz
1786718768.4991846,52.24000067899999,120,1380,43.758157018048024,0.0
1786718768.5128577,52.26000081099994,120,1380,43.758157018048024,0.0
1786718768.5374699,52.28000101800001,120,1380,43.758157018048024,0.0
1786718768.557143,52.30000085400002,120,1380,43.758157018048024,0.0
1786718768.5738657,52.320001004999995,120,1380,43.758157018048024,0.0
1786718768.598647,52.340001007999945,120,1380,43.758157018048024,0.0
1786718768.6138406,52.360001030000035,120,1380,43.758157018048024,0.0
1786718768.6372905,52.380001385000014,120,1380,43.76006015328366,0.0
1786718768.65653,52.400000868999996,120,1380,43.76006015328366,0.0
1786718768.673839,52.420001093999986,120,1380,43.76006015328366,0.0
1786718768.699226,52.440001005,120,1380,43.75804411609721,0.0
1786718768.7138863,52.46000086000004,120,1380,43.75804411609721,0.0
1786718768.7371256,52.48000097399995,120,1380,43.75804411609721,0.0
1786718768.7570846,52.500000754999974,120,1380,43.75804411609721,0.0
1786718768.7738383,52.52000110899996,120,1380,43.75804411609721,0.0
1786718768.7991765,52.54000085300004,120,1380,43.75804411609721,0.0
1786718768.8130152,52.56000089299994,120,1380,43.75804411609721,0.0
1786718768.837242,52.58000111799993,120,1380,43.762652993313054,0.0
1786718768.8570883,52.600000713999975,120,1380,43.762652993313054,0.0
1786718768.873816,52.620000902000015,120,1380,43.762652993313054,0.0
1786718768.8991702,52.64000083099995,120,1380,43.762652993313054,0.0
1786718768.9138653,52.66000098199993,120,1380,43.762652993313054,0.0
1786718768.9372141,52.680001355999934,120,1380,43.762652993313054,0.0
1786718768.957151,52.70000078399994,120,1380,43.762652993313054,0.0
1786718768.9738255,52.720001157999945,120,1380,43.762652993313054,0.0
1786718768.9991603,52.74000114199998,120,1380,43.762652993313054,0.0
1786718769.013832,52.76000120100002,120,1380,43.762652993313054,0.0
1786718769.0353708,52.78000087099997,120,1380,43.762652993313054,0.0
1786718769.0571077,52.800001114999986,120,1380,43.762652993313054,0.0
1786718769.0738328,52.82000097100001,120,1380,43.762652993313054,0.0
1786718769.0984917,52.840000863,120,1380,43.76455642598316,0.0
1786718769.11385,52.86000105200003,120,1380,43.76455642598316,0.0
1786718769.1371424,52.88000094400002,120,1380,43.76455642598316,0.0
1786718769.1564596,52.900000743999954,120,1380,43.76455642598316,0.0
1786718769.1739292,52.92000083999994,120,1380,43.76455642598316,0.0
1786718769.1985247,52.94000099100003,120,1380,43.76455642598316,0.0
1786718769.2138522,52.96000092099996,120,1380,43.76455642598316,0.0
1786718769.2372088,52.980000942999936,120,1380,43.76455642598316,0.0
1786718769.2571046,53.00000081600001,120,1380,43.76455642598316,0.0
1786718769.2738209,53.020001116,120,1380,43.76455642598316,0.0
1786718769.298479,53.04000084199993,120,1380,43.762540413333056,0.0
1786718769.312849,53.060001123000006,120,1380,43.762540413333056,0.0
1786718769.3372104,53.08000118199993,120,1380,43.762540413333056,0.0
1786718769.3572,53.100001185999986,120,1380,43.762540413333056,0.0
1786718769.3738225,53.12000079999996,120,1380,43.762540413333056,0.0
1786718769.398473,53.140001192,120,1380,43.75345447029605,0.0
1786718769.4138281,53.16000091800004,120,1380,43.75345447029605,0.0
1786718769.4371963,53.18000110699995,120,1380,43.75345447029605,0.0
1786718769.457122,53.20000098100002,120,1380,43.75345447029605,0.0
1786718769.4739203,53.22000129899993,120,1380,43.75345447029605,0.0
1786718769.4984965,53.24000102399998,120,1380,43.75155132426153,0.0
1786718769.5138855,53.26000124999996,120,1380,43.75155132426153,0.0
1786718769.5372562,53.28000105000001,120,1380,43.75155132426153,0.0
1786718769.5571322,53.30000097899995,120,1380,43.75155132426153,0.0
1786718769.5738382,53.320001131000026,120,1380,43.75155132426153,0.0
1786718769.5979142,53.34000102300001,120,1380,43.75155132426153,0.0
1786718769.6138453,53.360001100999966,120,1380,43.75155132426153,0.0
1786718769.637289,53.38000143700003,120,1380,43.75356703712225,0.0
1786718769.6558359,53.40000108899994,120,1380,43.75356703712225,0.0
1786718769.6738474,53.42000096300001,120,1380,43.75356703712225,0.0
1786718769.6982467,53.44000091099997,120,1380,43.74895783558068,0.0
